"Sp","Ploidy","Pop","ID","All","SpPloidy","Name","Lat","Long","PopPloidy","PC1","PC2","PC3","PC4","PC5","A1","A2","A3","A4","ESS1","ESS2","ESS3","ESS4","Rhat1","Rhat2","Rhat3","Rhat4"
"CD",4,"CT",10,"CD4_CT_10","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.8212864403495,42.9090576470489,-59.4264493527862,-38.2919522046595,13.6276637179533,0.0415,0.754491,0.080934,0.123075,1475.62,2050.61,1305.14,2009.14,1.001,1.001,1.004,1.001
"CD",4,"CT",11,"CD4_CT_11","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-9.32131698403257,46.5149438003061,-67.4447663528325,-45.3770827672057,15.340278739695,0.01699,0.823835,0.043013,0.116163,1476.09,1645.39,905.67,1743.81,1,1,1,1
"CD",4,"CT",12,"CD4_CT_12","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-13.802987401015,46.2331263854683,-63.6578509040837,-40.7540882699346,14.1265601567987,0.026224,0.802564,0.058833,0.112379,1488.49,1831.37,922.79,1877.49,1,1.001,1.002,1
"CD",4,"CT",1,"CD4_CT_1","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-16.0422218707948,45.3386584378964,-65.4681574312888,-41.092548650447,14.1594334169953,0.03002,0.798683,0.065676,0.105621,1544.57,1858.17,1250.33,1805.82,1,1,1.001,1.001
"CD",4,"CT",2,"CD4_CT_2","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.9535723804245,42.7898086378051,-59.6668214546089,-40.2003754255479,14.0807991197211,0.036576,0.763252,0.07257,0.127602,1826.25,2101.29,1413.32,2280.55,1.001,1,1,1
"CD",4,"CT",3,"CD4_CT_3","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-10.9770355883755,35.84728305377,-47.3755402530434,-29.9583856984927,8.49748704070035,0.082924,0.658152,0.124149,0.134775,2080.11,2429.33,1818.1,2557.77,1,1,1,1
"CD",4,"CT",4,"CD4_CT_4","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.7397138716983,44.9571003053342,-65.4374379701488,-43.2514807142186,12.3768724945666,0.021581,0.825109,0.045648,0.107662,1203.82,1836.79,773.62,1782.67,1.005,1.004,1.006,1.003
"CD",4,"CT",5,"CD4_CT_5","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.84159761845,44.7550550774851,-63.3418909449591,-41.5346539589517,13.5451208838071,0.021302,0.830466,0.048709,0.099522,1194.85,1626.78,852.64,1807.57,1,1,1,1.001
"CD",4,"CT",6,"CD4_CT_6","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-6.534823099945,46.0997566653876,-66.0157618615265,-43.8645602383568,16.4464930468576,0.01358,0.819079,0.033227,0.134115,1450.52,2190.14,1122.8,1968.53,1.002,1.001,1.001,1.001
"CD",4,"CT",7,"CD4_CT_7","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-5.36618239106327,40.9639548604014,-60.7336623183562,-40.2859211488711,16.3479212017903,0.022727,0.773999,0.063687,0.139587,1497.26,1981.35,1158.76,2309.47,1.001,1,1,1
"CD",4,"CT",8,"CD4_CT_8","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-12.0536504120093,41.9572123888515,-60.2022479241683,-39.9276198492385,13.04030998877,0.043009,0.755638,0.072775,0.128578,1338.71,2114.77,1074.21,2260.24,1.002,1.001,1.003,1.001
"CD",4,"CT",9,"CD4_CT_9","CD4","Catnip Trail",41.90232,-119.43599,"CT4",-14.8249530551221,45.4841545669959,-67.4458255599212,-43.2917591135737,13.8860834859897,0.032248,0.786936,0.066363,0.114452,1202.59,1766.97,1049.95,1824.91,1.001,1,1.003,1.001
"CD",4,"MC",10,"CD4_MC_10","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",95.5343128399617,-4.32207992135114,16.7161612768391,-0.721960223830708,12.0611293837408,0.040467,0.260778,0.074985,0.62377,1232.52,1940.07,922.77,2099.84,1.002,1,1,1.001
"CD",4,"MC",11,"CD4_MC_11","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",96.7981069355697,-5.3896287820898,16.7794503210889,-0.173797240765003,10.5065440366697,0.047461,0.278875,0.063518,0.610146,1503.48,1830.03,921.62,2336.96,1.001,1.001,1.004,1.001
"CD",4,"MC",12,"CD4_MC_12","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",96.302427596799,-4.45258433776568,19.1737247097975,0.458193715448288,15.8062415028981,0.026408,0.191877,0.046021,0.735694,1045.23,1736.05,788.2,2092.07,1.001,1.003,1.003,1
"CD",4,"MC",1,"CD4_MC_1","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",95.2738937086904,-4.67798752426767,16.2566304373424,0.593328184439158,10.6929847470555,0.067991,0.394519,0.08745,0.45004,1662.93,1999.3,1266.99,2558.82,1.001,1.001,1,1
"CD",4,"MC",2,"CD4_MC_2","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",99.3980049717763,-5.88548764084602,17.8110014403044,-0.808874641246117,14.6166749608566,0.027817,0.211709,0.05487,0.705604,1206.95,1949.24,1085.54,2425.48,1.003,1,1.001,1.002
"CD",4,"MC",3,"CD4_MC_3","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",95.0330248374374,-2.96789997011321,16.5084384881286,0.0929793764999726,10.353589732198,0.039209,0.308313,0.065962,0.586517,1403.34,2314.86,992.3,2348.64,1,1,1.002,1
"CD",4,"MC",4,"CD4_MC_4","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",94.7852496423667,-3.74124820115376,15.2221410870812,-0.458211265925213,11.5802757318174,0.046428,0.313232,0.07554,0.5648,1251.28,1775.48,1010.98,2490.52,1.002,1.001,1,1
"CD",4,"MC",5,"CD4_MC_5","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",91.2598522803508,-4.69743867185387,16.1836696017194,1.37562464124993,10.0962334816599,0.053408,0.305722,0.088089,0.552781,1179.42,1597.53,809.8,2015.53,1,1.001,1.001,1.001
"CD",4,"MC",6,"CD4_MC_6","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",100.533795402643,-5.39569023289786,17.6600016837391,0.240854279713882,13.8407900572545,0.016967,0.161778,0.038648,0.782608,1377.18,1940.86,935.83,2086.93,1,1.001,1.002,1
"CD",4,"MC",7,"CD4_MC_7","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",81.0898063180592,-4.45494563137452,9.56615827203924,1.8906507626939,11.7854905887852,0.041414,0.337551,0.106352,0.514683,1689.48,2532.76,1476.49,2916.39,1.001,1,1,1
"CD",4,"MC",8,"CD4_MC_8","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",96.3513065149917,-4.34931973615623,16.7472066276917,-0.375324162246721,13.1198727624042,0.026416,0.199025,0.060412,0.714146,1097.51,1819.9,907.8,1744.22,1.001,1,1,1.001
"CD",4,"MC",9,"CD4_MC_9","CD4","Mann Creek Reservoir",44.39673,-116.9002,"MC4",97.4356565161215,-4.45244019423681,18.4298446936265,-0.134073010779562,11.9301625651813,0.034308,0.259265,0.054785,0.651642,1282.7,1880.14,947.25,2239.67,1.001,1.002,1.01,1.002
"CD",4,"MP",10,"CD4_MP_10","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.3587177771615,-88.5253698528102,-40.1612265822871,60.9440888114256,28.0932628363177,0.064118,0.266939,0.654925,0.014019,1095.52,2155.43,1663.69,1921.83,1.002,1.002,1,1
"CD",4,"MP",11,"CD4_MP_11","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-58.6855212243925,-89.979518267345,-38.7678277129666,62.1664473989542,29.2265824075774,0.061498,0.258141,0.66908,0.011281,953.07,1816.23,1535.79,2071.21,1,1,1,1
"CD",4,"MP",12,"CD4_MP_12","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.9915099516048,-86.632204097241,-33.5943996156594,54.0656091346097,22.8317558245857,0.077493,0.363594,0.526084,0.032829,1205.11,1919.96,1464.14,2019.5,1.002,1.001,1.002,1.001
"CD",4,"MP",1,"CD4_MP_1","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-55.4952904738022,-85.8948992620445,-33.9650194820606,54.7517780122442,21.3888434839706,0.082304,0.364975,0.515594,0.037127,1383.75,1846.43,1860.42,2064.19,1.001,1.001,1.002,1.002
"CD",4,"MP",2,"CD4_MP_2","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-55.1388629056129,-89.2518160440127,-37.4167157532692,59.8508318864769,26.2732548158392,0.070129,0.244956,0.670812,0.014103,1084.44,2155.7,1523.93,1966.64,1.002,1,1.001,1
"CD",4,"MP",3,"CD4_MP_3","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-58.446690801719,-91.5019171202451,-38.3974919919109,61.7247797760316,28.4057861569355,0.061719,0.283798,0.636239,0.018245,1216.25,1902.55,1783.51,1752.45,1.001,1.001,1.002,1.001
"CD",4,"MP",4,"CD4_MP_4","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-56.2037825333171,-91.2403194926649,-38.5331536983103,62.6076161841853,29.0260856195827,0.064272,0.274483,0.64188,0.019365,1239.44,2112.31,1731.73,1859.86,1,1,1,1.001
"CD",4,"MP",5,"CD4_MP_5","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.1700004456938,-91.4506167837083,-37.4017699093046,61.5439722834147,27.6068449783894,0.075734,0.228413,0.684417,0.011436,1057.14,2202.44,1508.06,1739.18,1.001,1.001,1,1.001
"CD",4,"MP",6,"CD4_MP_6","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-56.027952024268,-87.4018297375325,-34.1548237082317,57.066978170559,23.3618882054617,0.082184,0.257396,0.643642,0.016779,974.44,1541.24,1282.04,1692.98,1,1.001,1.001,1.002
"CD",4,"MP",7,"CD4_MP_7","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-56.1623821141293,-93.030839903161,-39.1441653405634,61.9413519892465,26.7604269514242,0.069275,0.286075,0.62593,0.01872,1369.6,1737.72,1990.25,2074.55,1.002,1.003,1.001,1.002
"CD",4,"MP",8,"CD4_MP_8","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-54.3805987693007,-87.7524862951189,-35.3420619143107,59.0636975700221,24.984041999253,0.066337,0.316476,0.58706,0.030127,1104.27,2270.43,2152.31,2157.87,1.001,1.001,1,1
"CD",4,"MP",9,"CD4_MP_9","CD4","Montpelier Reservoir",42.34429,-111.17634,"MP4",-57.8330634925678,-89.7941130617382,-36.9231834294187,60.224548230904,29.8989257151594,0.075956,0.239729,0.67264,0.011675,1225.82,1737.32,1603.08,1827.93,1.001,1.001,1,1
"CD",4,"OV",10,"CD4_OV_10","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-14.9855495707454,47.8994768032915,-62.0161197604552,-41.0297886070398,11.14926947446,0.017145,0.847609,0.036075,0.099172,1450.69,1339.83,692.76,1880.96,1.002,1.004,1.001,1.002
"CD",4,"OV",11,"CD4_OV_11","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-13.3870679653364,44.0054388071766,-58.1071649560829,-37.2162529920059,10.0418380063061,0.022873,0.805367,0.058461,0.113299,1386.92,1909.61,1141.13,1909.91,1.002,1,1,1.002
"CD",4,"OV",12,"CD4_OV_12","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-11.9959436316382,45.3431407082062,-60.9808578949078,-37.7303429546747,12.6663024597316,0.014958,0.818685,0.04803,0.118327,1347.01,1792.77,967.62,1776.18,1.001,1,1,1
"CD",4,"OV",1,"CD4_OV_1","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-17.5109231882724,46.4484931132112,-63.0258971754671,-39.8816753996341,10.7072160622045,0.026976,0.811074,0.057337,0.104613,1349.82,1572.65,1020.22,1881.48,1.003,1.001,1.001,1
"CD",4,"OV",2,"CD4_OV_2","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-14.0520089261126,45.9221108543912,-60.0331668505868,-39.3839327422342,10.1520699191581,0.022598,0.82194,0.046785,0.108677,1417.46,2015.91,1144.32,1876.86,1,1,1.001,1
"CD",4,"OV",3,"CD4_OV_3","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-7.98521632477023,43.074057597007,-57.340254495146,-37.3904068017414,11.0508164825897,0.02369,0.800571,0.048163,0.127575,1251.65,1909.58,999.04,1953.96,1.001,1.002,1.001,1.003
"CD",4,"OV",4,"CD4_OV_4","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-10.6979298555076,39.7362303826343,-57.719547578627,-42.1194387595143,13.0565544707514,0.040968,0.783182,0.054467,0.121383,1544.47,1755.28,1125.59,2437.46,1.002,1,1.001,1.001
"CD",4,"OV",5,"CD4_OV_5","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-3.57565572521576,25.8886866775676,-34.3986324013156,-16.7309908242953,11.1808223423304,0.032658,0.671994,0.106703,0.188645,2036.04,2610.78,1768.36,3065.05,1.001,1.002,1,1.001
"CD",4,"OV",6,"CD4_OV_6","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-16.8683013547822,47.711885756302,-62.7764682019523,-38.4839745794674,9.54341495142611,0.022589,0.822693,0.053046,0.101672,1644.34,1731.2,1148.22,1908.52,1.005,1.001,1.004,1
"CD",4,"OV",7,"CD4_OV_7","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-17.0040300437814,46.288802460597,-58.2309923271131,-37.0921464523434,10.1965212200142,0.026254,0.811597,0.060276,0.101873,1383.67,1839.15,1212.47,2116.21,1.002,1.002,1.001,1
"CD",4,"OV",8,"CD4_OV_8","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-16.8811729802926,46.8903483176804,-56.810860528393,-36.3189591206657,10.5679785344533,0.021025,0.838008,0.044367,0.096599,1327.99,1730.74,1040.95,1794.26,1.001,1.002,1.001,1.003
"CD",4,"OV",9,"CD4_OV_9","CD4","Onion Valley Reservoir",41.69626,-118.7433,"OV4",-13.4398738629057,46.4899790489255,-59.7461628642468,-39.1786473219836,11.9975247216879,0.016645,0.842306,0.037757,0.103292,1331.88,1758.21,942.51,1751.14,1.001,1,1.002,1.001
"CD",4,"SF",10,"CD4_SF_10","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",50.7208301815297,14.1895570598858,-18.710881041465,-18.3497351313631,9.14024973556592,0.043257,0.530266,0.077712,0.348765,1870.55,2629.5,1560.78,2883.34,1.001,1,1.001,1
"CD",4,"SF",11,"CD4_SF_11","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",62.2452378389659,10.7788521948443,-12.5104745837541,-15.9659159335326,6.90305227435576,0.032511,0.45063,0.068624,0.448235,1344.92,1761.07,990.72,2606.81,1.003,1,1.011,1.001
"CD",4,"SF",12,"CD4_SF_12","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",51.9524796320136,-8.07478225890761,-10.3127907580272,-4.98009855526172,16.105995128631,0.054503,0.44531,0.13893,0.361256,2076.11,2568.66,1844.88,3060,1,1,1,1
"CD",4,"SF",1,"CD4_SF_1","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",12.9798408358257,31.5319994894799,36.1171962349948,26.3033734516831,3.32361596030288,0.022124,0.587606,0.089902,0.300368,1811.35,2529.28,1703.78,3307.92,1.002,1,1.001,1.001
"CD",4,"SF",2,"CD4_SF_2","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",62.6039628625594,11.6935416730237,-12.2419964922504,-14.8717493010775,5.82621095228807,0.035279,0.484089,0.067305,0.413327,1280.6,2296.14,1192.12,2632.9,1.001,1,1.001,1
"CD",4,"SF",3,"CD4_SF_3","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",65.0697107948837,9.29055966646248,-11.3290480860837,-14.9675975973265,5.51659775187548,0.023326,0.40839,0.068163,0.500121,1346.08,2096.09,1015.53,2320.69,1.001,1,1.001,1
"CD",4,"SF",4,"CD4_SF_4","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",60.6503742628961,12.1229266772224,-14.7869015647231,-18.0479152812567,7.3320119433389,0.02238,0.427066,0.049796,0.500758,1181.58,1951.6,819.71,2587.9,1.003,1,1.004,1.001
"CD",4,"SF",5,"CD4_SF_5","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",62.5868436879871,10.6852932579353,-10.4099154908885,-14.7616230145952,6.42310523871731,0.028326,0.418125,0.073165,0.480383,1124.27,1906.85,953.42,2162.83,1,1,1.002,1.001
"CD",4,"SF",6,"CD4_SF_6","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",61.9665358991857,11.0217378073397,-11.8864134668319,-15.1594867067101,7.03925585550366,0.029119,0.450327,0.060134,0.46042,1319.94,2005.41,937.44,2386.27,1.002,1.001,1.003,1
"CD",4,"SF",7,"CD4_SF_7","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",63.7871293760599,10.9131421281072,-11.4419760226101,-14.0803998704966,6.84813478770798,0.030632,0.448197,0.063822,0.457348,1402.07,2036.72,1047.75,2380.95,1,1.002,1.002,1.001
"CD",4,"SF",8,"CD4_SF_8","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",63.5706686811094,9.51651979927834,-11.1514276156935,-14.4425306739797,7.42448278904367,0.037042,0.471129,0.073915,0.417915,1539.2,2210.2,1101.81,2847.11,1.003,1.003,1,1.001
"CD",4,"SF",9,"CD4_SF_9","CD4","South Fork Chikahominy",43.53497,-119.70915,"SF4",59.6962754235619,11.8803226444219,-14.768338263108,-16.027607800868,5.26361868226346,0.023692,0.44444,0.05953,0.472338,1277.7,1909.84,1069.08,1953.11,1.001,1,1.002,1.001
"CD",4,"SO",10,"CD4_SO_10","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-68.6323868070316,-89.8708200807906,-17.7105409621411,29.5176222728282,27.7207354989199,0.148181,0.407362,0.403896,0.040561,1808.28,2326.19,1840.03,2068.62,1.003,1,1.003,1
"CD",4,"SO",11,"CD4_SO_11","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-70.0360544583736,-87.7558009071124,-16.6190982596714,34.8922726912082,33.3679822086381,0.141941,0.375228,0.458609,0.024223,2274.98,2717.04,2149.11,1866.34,1.001,1,1.001,1
"CD",4,"SO",12,"CD4_SO_12","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-70.7968822806313,-99.8476002774677,-17.9942202892285,34.6185362308173,33.6564787207568,0.147772,0.333991,0.490928,0.027308,2097.61,2679.86,2332.38,2057.41,1.001,1,1.001,1.001
"CD",4,"SO",2,"CD4_SO_2","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-8.03003711886301,-71.0440768001146,-5.5113604875551,25.8896412198567,33.4570073586665,0.104905,0.392675,0.323592,0.178828,2887.28,3157.96,3206.38,3044.04,1.001,1.001,1.002,1.001
"CD",4,"SO",3,"CD4_SO_3","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-69.2365579728421,-95.2106217603271,-14.8511942598345,30.1131235639861,28.9261889746537,0.156213,0.368709,0.439658,0.03542,2067.49,2884.09,2537.72,2069.59,1.002,1,1.001,1
"CD",4,"SO",4,"CD4_SO_4","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-66.7420446964591,-86.8203739945944,-17.2870847641154,31.7318592570357,25.5399532648504,0.140495,0.409058,0.410021,0.040425,2011.13,2399.29,2293.35,2236.63,1,1,1,1
"CD",4,"SO",5,"CD4_SO_5","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-69.1862140718763,-93.7885260207201,-18.5681501297449,33.9090502569763,31.0404275484679,0.144098,0.360746,0.465082,0.030074,2395.18,2614.12,2487.05,1926.54,1.001,1.002,1.001,1.001
"CD",4,"SO",6,"CD4_SO_6","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-32.1250844650014,-58.316088646275,-5.77730519990051,13.6184978858938,25.6483505533695,0.11112,0.447648,0.311542,0.12969,2686.59,3374.15,3324.64,3018.59,1,1,1,1.002
"CD",4,"SO",7,"CD4_SO_7","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-68.1858747823456,-92.9051371043004,-16.4676912043553,33.1734566825504,31.0769014951857,0.145785,0.343545,0.485028,0.025643,1969.88,2401.31,2156.41,1957.86,1.001,1.001,1,1
"CD",4,"SO",8,"CD4_SO_8","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-67.4675336438261,-93.6190575007451,-16.9596106548682,30.4439606482828,30.7709955568822,0.156457,0.351775,0.461019,0.03075,1918.67,2361.19,2124.56,2144.78,1.001,1,1.001,1.001
"CD",4,"SO",9,"CD4_SO_9","CD4","Sonoma Range",40.92301,-117.63468,"SO4",-70.080564137254,-88.683127692174,-14.2296576270051,30.3082951697584,30.3999253741103,0.160263,0.363476,0.450818,0.025442,2384.8,2463.13,2259.7,2181.47,1,1.001,1,1.001
"CD",4,"ST",10,"CD4_ST_10","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-86.9068584633422,-107.41432018208,65.9816590407327,-107.149550239115,-16.1550408132546,0.776549,0.154659,0.045026,0.023765,3165.67,2483.58,1794.4,2390.52,1.001,1,1.001,1
"CD",4,"ST",11,"CD4_ST_11","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-86.2959164471894,-108.109625264186,72.5313482770182,-116.051025649206,-16.9178585577852,0.806458,0.134352,0.035935,0.023255,3983.14,2887.18,1756.85,2099.06,1.001,1,1.001,1
"CD",4,"ST",12,"CD4_ST_12","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.453790822781,-112.83525747753,73.7091187393856,-118.976263403517,-17.8837397395929,0.856729,0.101432,0.025748,0.016092,4406.16,3613.18,1788.38,2585.18,1,1,1.001,1.001
"CD",4,"ST",1,"CD4_ST_1","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.6249844128707,-108.4262612919,72.2206676929046,-113.850047245185,-15.8640428553343,0.819923,0.130951,0.031821,0.017305,3764.38,2860.01,1793.71,2305.08,1.002,1.001,1.003,1.001
"CD",4,"ST",2,"CD4_ST_2","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-90.4091999003568,-112.94004566628,72.8433103452955,-118.686648952801,-16.3747374337061,0.868055,0.093341,0.025029,0.013575,4649.96,3537.29,2264.35,2899.04,1,1,1,1
"CD",4,"ST",3,"CD4_ST_3","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-75.4882289195763,-107.314217511252,71.185789491588,-111.27985589531,-15.6182332820175,0.752795,0.151473,0.050547,0.045184,3821.22,2839.88,1594.8,2348.17,1,1,1.001,1.003
"CD",4,"ST",4,"CD4_ST_4","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-88.392173152567,-112.246618986825,71.8306831808233,-116.230491746145,-17.7182862594016,0.874387,0.087163,0.02331,0.015139,4279.75,3500.93,1976.75,2730.72,1.001,1,1.004,1
"CD",4,"ST",5,"CD4_ST_5","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-90.5112716547289,-115.642657633798,77.114172781131,-124.112190291268,-18.5285426540301,0.88119,0.083894,0.021112,0.013804,4807.15,3667.16,2232.27,2879.58,1,1,1.001,1.002
"CD",4,"ST",6,"CD4_ST_6","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.0415119644583,-111.27588366584,72.5461260789969,-117.442471947089,-17.1295670407599,0.859184,0.101157,0.023934,0.015725,4648.44,3365.07,2094.24,2447.19,1,1,1.001,1.001
"CD",4,"ST",7,"CD4_ST_7","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.8269288622722,-114.629987680625,75.5839020951405,-121.815128715246,-16.8219472487141,0.89599,0.073413,0.016731,0.013866,5022.47,3523.82,2142.57,2716.22,1,1.001,1,1
"CD",4,"ST",8,"CD4_ST_8","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-89.2384454705074,-110.209719235941,70.5949746137045,-113.788088735279,-17.03918851719,0.871174,0.092204,0.023775,0.012847,4418.44,3449.9,1962.67,2515.84,1,1.002,1.002,1.001
"CD",4,"ST",9,"CD4_ST_9","CD4","Schell Creek Range #4",38.76514,-114.75175,"ST4",-87.8960784410041,-108.622602208992,67.9269172073048,-110.552966769457,-14.9974815794399,0.887395,0.080731,0.018843,0.013031,3815.81,2962.89,2292.13,2707.55,1,1,1.001,1
"CD",4,"TR",10,"CD4_TR_10","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",2.7727720420093,-19.7419953538113,-26.7706533201308,25.1587873828289,-71.6039213217436,0.03167,0.478695,0.349305,0.140331,1229.86,1487.77,1269.5,1711.03,1.002,1.002,1.004,1.001
"CD",4,"TR",11,"CD4_TR_11","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",2.9161655731858,-19.0989266067561,-26.0706877888129,25.8103762897255,-77.9998806926525,0.028424,0.491958,0.329479,0.15014,1253.58,1526.24,1330.48,2029.32,1.004,1.001,1.001,1.001
"CD",4,"TR",12,"CD4_TR_12","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",3.80104316988874,-20.1109395463137,-28.4459365817924,28.1029128473783,-79.6159576188568,0.020162,0.466635,0.358846,0.154356,1379.96,1501.98,1418.55,1502.15,1,1.002,1.002,1
"CD",4,"TR",1,"CD4_TR_1","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",11.4250093275544,-21.2317048043435,-20.9047910127319,21.5789416685441,-57.8380465528382,0.058069,0.521755,0.237213,0.182964,1703.65,2048.13,1641.88,2182.71,1.001,1.002,1.002,1
"CD",4,"TR",2,"CD4_TR_2","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",6.33468770863076,-20.1737402621966,-25.5009588622693,27.1909160000331,-78.0519776538004,0.022625,0.451856,0.356443,0.169076,1214.4,1760.96,1248.66,2007.67,1.001,1.001,1.001,1
"CD",4,"TR",3,"CD4_TR_3","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",-28.6445621388666,24.1754810562875,10.9480691978888,33.1420195323987,-42.4295125905513,0.034748,0.67266,0.163299,0.129293,1839.72,2540,1847.34,2486.61,1,1,1.001,1.002
"CD",4,"TR",4,"CD4_TR_4","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",6.30962338257523,-15.7581048072287,-30.6840336431576,24.6338882011136,-83.5362180006752,0.019789,0.4769,0.329846,0.173465,1271.78,1952.42,1636.75,2009.59,1,1.001,1,1
"CD",4,"TR",5,"CD4_TR_5","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",2.64068231175812,-19.3499989338325,-25.7230208489753,25.2440395002699,-72.8352022701129,0.035276,0.492561,0.329161,0.143003,1264.44,1665.54,1484.66,1999.43,1,1,1,1
"CD",4,"TR",6,"CD4_TR_6","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",8.30412051894205,-20.2566191208345,-22.1982134931169,24.4000057845564,-65.9328469312715,0.042629,0.49096,0.311326,0.155085,1316.93,1391.19,1319.03,1886.22,1.001,1.001,1,1.001
"CD",4,"TR",7,"CD4_TR_7","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",3.58687175769394,-14.9804892653917,-25.1611982833073,21.589786152271,-69.9460280730343,0.039771,0.54028,0.248542,0.171408,1584.12,1918.7,1683.55,2294.44,1.001,1.002,1.002,1.002
"CD",4,"TR",8,"CD4_TR_8","CD4","Trapper Creek Road",42.13646,-114.09426,"TR4",5.82304761137741,-18.5968381690747,-26.6336212855862,27.1550285857694,-79.1627277927208,0.015422,0.445314,0.360095,0.17917,1412.22,2044.71,1192.51,2063.26,1,1.001,1.001,1
