param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_126_pop_0,1549.64,1.001
q_ind_127_pop_0,1751.52,1.000
q_ind_128_pop_0,1181.61,1.000
q_ind_129_pop_0,1190.43,1.002
q_ind_130_pop_0,1314.19,1.004
q_ind_131_pop_0,1766.41,1.001
q_ind_132_pop_0,1576.93,1.001
q_ind_133_pop_0,1707.15,1.000
q_ind_134_pop_0,1797.67,1.000
q_ind_135_pop_0,1475.62,1.001
q_ind_136_pop_0,1476.09,1.000
q_ind_137_pop_0,1488.49,1.000
q_ind_138_pop_0,1544.57,1.000
q_ind_139_pop_0,1826.25,1.001
q_ind_140_pop_0,2080.11,1.000
q_ind_141_pop_0,1203.82,1.005
q_ind_142_pop_0,1194.85,1.000
q_ind_143_pop_0,1450.52,1.002
q_ind_144_pop_0,1497.26,1.001
q_ind_145_pop_0,1338.71,1.002
q_ind_146_pop_0,1202.59,1.001
q_ind_147_pop_0,1232.52,1.002
q_ind_148_pop_0,1503.48,1.001
q_ind_149_pop_0,1045.23,1.001
q_ind_150_pop_0,1662.93,1.001
q_ind_151_pop_0,1206.95,1.003
q_ind_152_pop_0,1403.34,1.000
q_ind_153_pop_0,1251.28,1.002
q_ind_154_pop_0,1179.42,1.000
q_ind_155_pop_0,1377.18,1.000
q_ind_156_pop_0,1689.48,1.001
q_ind_157_pop_0,1097.51,1.001
q_ind_158_pop_0,1282.70,1.001
q_ind_159_pop_0,1095.52,1.002
q_ind_160_pop_0,953.07,1.000
q_ind_161_pop_0,1205.11,1.002
q_ind_162_pop_0,1383.75,1.001
q_ind_163_pop_0,1084.44,1.002
q_ind_164_pop_0,1216.25,1.001
q_ind_165_pop_0,1239.44,1.000
q_ind_166_pop_0,1057.14,1.001
q_ind_167_pop_0,974.44,1.000
q_ind_168_pop_0,1369.60,1.002
q_ind_169_pop_0,1104.27,1.001
q_ind_170_pop_0,1225.82,1.001
q_ind_171_pop_0,1450.69,1.002
q_ind_172_pop_0,1386.92,1.002
q_ind_173_pop_0,1347.01,1.001
q_ind_174_pop_0,1349.82,1.003
q_ind_175_pop_0,1417.46,1.000
q_ind_176_pop_0,1251.65,1.001
q_ind_177_pop_0,1544.47,1.002
q_ind_178_pop_0,2036.04,1.001
q_ind_179_pop_0,1644.34,1.005
q_ind_180_pop_0,1383.67,1.002
q_ind_181_pop_0,1327.99,1.001
q_ind_182_pop_0,1331.88,1.001
q_ind_183_pop_0,1870.55,1.001
q_ind_184_pop_0,1344.92,1.003
q_ind_185_pop_0,2076.11,1.000
q_ind_186_pop_0,1811.35,1.002
q_ind_187_pop_0,1280.60,1.001
q_ind_188_pop_0,1346.08,1.001
q_ind_189_pop_0,1181.58,1.003
q_ind_190_pop_0,1124.27,1.000
q_ind_191_pop_0,1319.94,1.002
q_ind_192_pop_0,1402.07,1.000
q_ind_193_pop_0,1539.20,1.003
q_ind_194_pop_0,1277.70,1.001
q_ind_195_pop_0,1808.28,1.003
q_ind_196_pop_0,2274.98,1.001
q_ind_197_pop_0,2097.61,1.001
q_ind_198_pop_0,2887.28,1.001
q_ind_199_pop_0,2067.49,1.002
q_ind_200_pop_0,2011.13,1.000
q_ind_201_pop_0,2395.18,1.001
q_ind_202_pop_0,2686.59,1.000
q_ind_203_pop_0,1969.88,1.001
q_ind_204_pop_0,1918.67,1.001
q_ind_205_pop_0,2384.80,1.000
q_ind_206_pop_0,3165.67,1.001
q_ind_207_pop_0,3983.14,1.001
q_ind_208_pop_0,4406.16,1.000
q_ind_209_pop_0,3764.38,1.002
q_ind_210_pop_0,4649.96,1.000
q_ind_211_pop_0,3821.22,1.000
q_ind_212_pop_0,4279.75,1.001
q_ind_213_pop_0,4807.15,1.000
q_ind_214_pop_0,4648.44,1.000
q_ind_215_pop_0,5022.47,1.000
q_ind_216_pop_0,4418.44,1.000
q_ind_217_pop_0,3815.81,1.000
q_ind_218_pop_0,1229.86,1.002
q_ind_219_pop_0,1253.58,1.004
q_ind_220_pop_0,1379.96,1.000
q_ind_221_pop_0,1703.65,1.001
q_ind_222_pop_0,1214.40,1.001
q_ind_223_pop_0,1839.72,1.000
q_ind_224_pop_0,1271.78,1.000
q_ind_225_pop_0,1264.44,1.000
q_ind_226_pop_0,1316.93,1.001
q_ind_227_pop_0,1584.12,1.001
q_ind_228_pop_0,1412.22,1.000
q_ind_229_pop_0,1409.73,1.001
q_ind_230_pop_0,1248.30,1.001
q_ind_231_pop_0,1429.75,1.000
q_ind_232_pop_0,1664.72,1.001
q_ind_233_pop_0,1440.71,1.001
q_ind_234_pop_0,1521.28,1.000
q_ind_235_pop_0,1407.61,1.000
q_ind_236_pop_0,1836.94,1.001
q_ind_237_pop_0,1028.05,1.003
q_ind_238_pop_0,1055.62,1.000
q_ind_239_pop_0,1516.73,1.000
q_ind_240_pop_0,1315.30,1.001
q_ind_241_pop_0,1293.57,1.001
q_ind_242_pop_0,1490.73,1.001
q_ind_243_pop_0,1791.78,1.002
q_ind_244_pop_0,1432.99,1.000
q_ind_245_pop_0,1482.76,1.001
q_ind_246_pop_0,1195.10,1.004
q_ind_247_pop_0,2157.40,1.001
q_ind_248_pop_0,1701.12,1.001
q_ind_249_pop_0,1779.17,1.000
q_ind_250_pop_0,2048.77,1.001
q_ind_251_pop_0,1923.71,1.001
q_ind_252_pop_0,1876.97,1.001
q_ind_253_pop_0,1801.84,1.001
q_ind_254_pop_0,1322.68,1.001
q_ind_255_pop_0,2227.06,1.000
q_ind_256_pop_0,1786.81,1.000
q_ind_257_pop_0,1599.48,1.000
q_ind_258_pop_0,1493.42,1.001
q_ind_259_pop_0,1838.06,1.000
q_ind_260_pop_0,2058.89,1.002
q_ind_261_pop_0,2107.49,1.001
q_ind_262_pop_0,1071.69,1.004
q_ind_263_pop_0,824.25,1.001
q_ind_264_pop_0,1321.44,1.004
q_ind_265_pop_0,1449.30,1.003
q_ind_266_pop_0,1532.30,1.003
q_ind_267_pop_0,939.17,1.004
q_ind_268_pop_0,1547.22,1.004
q_ind_269_pop_0,1424.22,1.002
q_ind_270_pop_0,1151.93,1.004
q_ind_271_pop_0,1073.16,1.003
q_ind_0_pop_1,1292.94,1.001
q_ind_1_pop_1,1242.86,1.000
q_ind_2_pop_1,1040.38,1.001
q_ind_3_pop_1,1272.78,1.000
q_ind_4_pop_1,1431.04,1.005
q_ind_5_pop_1,1107.28,1.000
q_ind_6_pop_1,1160.29,1.002
q_ind_7_pop_1,1255.63,1.001
q_ind_8_pop_1,1273.48,1.000
q_ind_9_pop_1,1031.47,1.001
q_ind_10_pop_1,1440.66,1.002
q_ind_11_pop_1,1291.96,1.001
q_ind_12_pop_1,2594.59,1.000
q_ind_13_pop_1,877.06,1.001
q_ind_14_pop_1,834.23,1.001
q_ind_15_pop_1,777.95,1.000
q_ind_16_pop_1,1223.30,1.000
q_ind_17_pop_1,1277.97,1.002
q_ind_18_pop_1,676.67,1.008
q_ind_19_pop_1,938.37,1.003
q_ind_20_pop_1,1380.22,1.003
q_ind_21_pop_1,710.43,1.005
q_ind_22_pop_1,885.09,1.001
q_ind_23_pop_1,1263.30,1.001
q_ind_24_pop_1,1087.42,1.001
q_ind_25_pop_1,1395.14,1.002
q_ind_26_pop_1,1080.15,1.002
q_ind_27_pop_1,1310.49,1.001
q_ind_28_pop_1,265.84,1.014
q_ind_29_pop_1,1113.67,1.002
q_ind_30_pop_1,1678.44,1.000
q_ind_31_pop_1,1366.46,1.000
q_ind_32_pop_1,1728.53,1.001
q_ind_33_pop_1,1559.55,1.001
q_ind_34_pop_1,2043.14,1.001
q_ind_35_pop_1,1150.13,1.000
q_ind_36_pop_1,2212.64,1.001
q_ind_37_pop_1,1538.03,1.002
q_ind_38_pop_1,1090.52,1.001
q_ind_39_pop_1,1493.55,1.002
q_ind_40_pop_1,2024.20,1.002
q_ind_41_pop_1,927.56,1.004
q_ind_42_pop_1,372.81,1.002
q_ind_43_pop_1,1285.68,1.001
q_ind_44_pop_1,197.39,1.010
q_ind_45_pop_1,463.06,1.002
q_ind_46_pop_1,666.98,1.001
q_ind_47_pop_1,309.21,1.001
q_ind_48_pop_1,666.52,1.006
q_ind_49_pop_1,229.60,1.016
q_ind_50_pop_1,250.75,1.004
q_ind_51_pop_1,265.48,1.006
q_ind_52_pop_1,315.09,1.003
q_ind_53_pop_1,429.16,1.013
q_ind_54_pop_1,187.97,1.005
q_ind_55_pop_1,137.59,1.004
q_ind_56_pop_1,1703.01,1.006
q_ind_57_pop_1,824.35,1.006
q_ind_58_pop_1,2221.99,1.000
q_ind_59_pop_1,1492.88,1.000
q_ind_60_pop_1,2563.85,1.001
q_ind_61_pop_1,1192.49,1.001
q_ind_62_pop_1,2210.07,1.001
q_ind_63_pop_1,2272.93,1.001
q_ind_64_pop_1,1723.43,1.002
q_ind_65_pop_1,1757.81,1.000
q_ind_66_pop_1,1326.32,1.000
q_ind_67_pop_1,2735.48,1.001
q_ind_68_pop_1,328.38,1.005
q_ind_69_pop_1,1295.39,1.002
q_ind_70_pop_1,1619.43,1.000
q_ind_71_pop_1,358.87,1.003
q_ind_72_pop_1,852.81,1.000
q_ind_73_pop_1,391.20,1.004
q_ind_74_pop_1,471.03,1.003
q_ind_75_pop_1,337.15,1.006
q_ind_76_pop_1,304.28,1.014
q_ind_77_pop_1,829.88,1.005
q_ind_78_pop_1,2601.71,1.001
q_ind_79_pop_1,1065.27,1.002
q_ind_80_pop_1,1388.03,1.002
q_ind_81_pop_1,1244.55,1.001
q_ind_82_pop_1,1105.08,1.002
q_ind_83_pop_1,755.84,1.004
q_ind_84_pop_1,1024.47,1.002
q_ind_85_pop_1,549.38,1.000
q_ind_86_pop_1,774.99,1.005
q_ind_87_pop_1,1059.56,1.001
q_ind_88_pop_1,1131.52,1.002
q_ind_89_pop_1,1064.12,1.005
q_ind_90_pop_1,970.90,1.002
q_ind_91_pop_1,1059.42,1.005
q_ind_92_pop_1,620.08,1.000
q_ind_93_pop_1,412.48,1.003
q_ind_94_pop_1,1035.61,1.001
q_ind_95_pop_1,1242.93,1.000
q_ind_96_pop_1,639.56,1.001
q_ind_97_pop_1,690.50,1.009
q_ind_98_pop_1,913.85,1.002
q_ind_99_pop_1,1926.95,1.002
q_ind_100_pop_1,1471.05,1.001
q_ind_101_pop_1,1505.11,1.001
q_ind_102_pop_1,1434.73,1.001
q_ind_103_pop_1,1551.75,1.000
q_ind_104_pop_1,1330.61,1.002
q_ind_105_pop_1,1783.95,1.001
q_ind_106_pop_1,1425.75,1.002
q_ind_107_pop_1,1413.13,1.001
q_ind_108_pop_1,1684.52,1.000
q_ind_109_pop_1,1348.10,1.001
q_ind_110_pop_1,1317.44,1.002
q_ind_111_pop_1,1468.57,1.000
q_ind_112_pop_1,1818.48,1.000
q_ind_113_pop_1,2205.33,1.001
q_ind_114_pop_1,2125.56,1.002
q_ind_115_pop_1,2032.58,1.000
q_ind_116_pop_1,1658.11,1.002
q_ind_117_pop_1,2190.52,1.000
q_ind_118_pop_1,2075.06,1.001
q_ind_119_pop_1,1856.73,1.000
q_ind_120_pop_1,2240.88,1.003
q_ind_121_pop_1,2256.60,1.000
q_ind_122_pop_1,2089.45,1.000
q_ind_123_pop_1,2012.90,1.003
q_ind_124_pop_1,2075.49,1.001
q_ind_125_pop_1,1628.33,1.000
q_ind_126_pop_1,1775.35,1.000
q_ind_127_pop_1,2060.71,1.000
q_ind_128_pop_1,1559.95,1.001
q_ind_129_pop_1,1377.88,1.001
q_ind_130_pop_1,1716.49,1.005
q_ind_131_pop_1,1827.63,1.002
q_ind_132_pop_1,1959.24,1.000
q_ind_133_pop_1,1685.23,1.000
q_ind_134_pop_1,2564.56,1.002
q_ind_135_pop_1,2050.61,1.001
q_ind_136_pop_1,1645.39,1.000
q_ind_137_pop_1,1831.37,1.001
q_ind_138_pop_1,1858.17,1.000
q_ind_139_pop_1,2101.29,1.000
q_ind_140_pop_1,2429.33,1.000
q_ind_141_pop_1,1836.79,1.004
q_ind_142_pop_1,1626.78,1.000
q_ind_143_pop_1,2190.14,1.001
q_ind_144_pop_1,1981.35,1.000
q_ind_145_pop_1,2114.77,1.001
q_ind_146_pop_1,1766.97,1.000
q_ind_147_pop_1,1940.07,1.000
q_ind_148_pop_1,1830.03,1.001
q_ind_149_pop_1,1736.05,1.003
q_ind_150_pop_1,1999.30,1.001
q_ind_151_pop_1,1949.24,1.000
q_ind_152_pop_1,2314.86,1.000
q_ind_153_pop_1,1775.48,1.001
q_ind_154_pop_1,1597.53,1.001
q_ind_155_pop_1,1940.86,1.001
q_ind_156_pop_1,2532.76,1.000
q_ind_157_pop_1,1819.90,1.000
q_ind_158_pop_1,1880.14,1.002
q_ind_159_pop_1,2155.43,1.002
q_ind_160_pop_1,1816.23,1.000
q_ind_161_pop_1,1919.96,1.001
q_ind_162_pop_1,1846.43,1.001
q_ind_163_pop_1,2155.70,1.000
q_ind_164_pop_1,1902.55,1.001
q_ind_165_pop_1,2112.31,1.000
q_ind_166_pop_1,2202.44,1.001
q_ind_167_pop_1,1541.24,1.001
q_ind_168_pop_1,1737.72,1.003
q_ind_169_pop_1,2270.43,1.001
q_ind_170_pop_1,1737.32,1.001
q_ind_171_pop_1,1339.83,1.004
q_ind_172_pop_1,1909.61,1.000
q_ind_173_pop_1,1792.77,1.000
q_ind_174_pop_1,1572.65,1.001
q_ind_175_pop_1,2015.91,1.000
q_ind_176_pop_1,1909.58,1.002
q_ind_177_pop_1,1755.28,1.000
q_ind_178_pop_1,2610.78,1.002
q_ind_179_pop_1,1731.20,1.001
q_ind_180_pop_1,1839.15,1.002
q_ind_181_pop_1,1730.74,1.002
q_ind_182_pop_1,1758.21,1.000
q_ind_183_pop_1,2629.50,1.000
q_ind_184_pop_1,1761.07,1.000
q_ind_185_pop_1,2568.66,1.000
q_ind_186_pop_1,2529.28,1.000
q_ind_187_pop_1,2296.14,1.000
q_ind_188_pop_1,2096.09,1.000
q_ind_189_pop_1,1951.60,1.000
q_ind_190_pop_1,1906.85,1.000
q_ind_191_pop_1,2005.41,1.001
q_ind_192_pop_1,2036.72,1.002
q_ind_193_pop_1,2210.20,1.003
q_ind_194_pop_1,1909.84,1.000
q_ind_195_pop_1,2326.19,1.000
q_ind_196_pop_1,2717.04,1.000
q_ind_197_pop_1,2679.86,1.000
q_ind_198_pop_1,3157.96,1.001
q_ind_199_pop_1,2884.09,1.000
q_ind_200_pop_1,2399.29,1.000
q_ind_201_pop_1,2614.12,1.002
q_ind_202_pop_1,3374.15,1.000
q_ind_203_pop_1,2401.31,1.001
q_ind_204_pop_1,2361.19,1.000
q_ind_205_pop_1,2463.13,1.001
q_ind_206_pop_1,2483.58,1.000
q_ind_207_pop_1,2887.18,1.000
q_ind_208_pop_1,3613.18,1.000
q_ind_209_pop_1,2860.01,1.001
q_ind_210_pop_1,3537.29,1.000
q_ind_211_pop_1,2839.88,1.000
q_ind_212_pop_1,3500.93,1.000
q_ind_213_pop_1,3667.16,1.000
q_ind_214_pop_1,3365.07,1.000
q_ind_215_pop_1,3523.82,1.001
q_ind_216_pop_1,3449.90,1.002
q_ind_217_pop_1,2962.89,1.000
q_ind_218_pop_1,1487.77,1.002
q_ind_219_pop_1,1526.24,1.001
q_ind_220_pop_1,1501.98,1.002
q_ind_221_pop_1,2048.13,1.002
q_ind_222_pop_1,1760.96,1.001
q_ind_223_pop_1,2540.00,1.000
q_ind_224_pop_1,1952.42,1.001
q_ind_225_pop_1,1665.54,1.000
q_ind_226_pop_1,1391.19,1.001
q_ind_227_pop_1,1918.70,1.002
q_ind_228_pop_1,2044.71,1.001
q_ind_229_pop_1,1428.95,1.001
q_ind_230_pop_1,1782.29,1.002
q_ind_231_pop_1,1543.16,1.002
q_ind_232_pop_1,2380.92,1.001
q_ind_233_pop_1,1456.16,1.004
q_ind_234_pop_1,1465.08,1.001
q_ind_235_pop_1,1599.75,1.001
q_ind_236_pop_1,1962.03,1.001
q_ind_237_pop_1,1525.68,1.001
q_ind_238_pop_1,1707.52,1.001
q_ind_239_pop_1,1974.43,1.000
q_ind_240_pop_1,1949.48,1.000
q_ind_241_pop_1,1205.50,1.001
q_ind_242_pop_1,595.64,1.002
q_ind_243_pop_1,442.51,1.004
q_ind_244_pop_1,552.12,1.004
q_ind_245_pop_1,260.34,1.019
q_ind_246_pop_1,371.26,1.003
q_ind_247_pop_1,879.81,1.002
q_ind_248_pop_1,477.64,1.001
q_ind_249_pop_1,384.56,1.007
q_ind_250_pop_1,463.72,1.005
q_ind_251_pop_1,462.40,1.005
q_ind_252_pop_1,512.13,1.002
q_ind_253_pop_1,2145.70,1.000
q_ind_254_pop_1,1260.41,1.002
q_ind_255_pop_1,1938.35,1.000
q_ind_256_pop_1,1694.45,1.000
q_ind_257_pop_1,1946.39,1.001
q_ind_258_pop_1,2082.65,1.001
q_ind_259_pop_1,1770.42,1.001
q_ind_260_pop_1,1765.55,1.001
q_ind_261_pop_1,2036.33,1.001
q_ind_262_pop_1,885.26,1.000
q_ind_263_pop_1,998.46,1.001
q_ind_264_pop_1,738.91,1.001
q_ind_265_pop_1,1020.53,1.004
q_ind_266_pop_1,1132.28,1.002
q_ind_267_pop_1,1224.75,1.000
q_ind_268_pop_1,1192.65,1.002
q_ind_269_pop_1,1413.00,1.000
q_ind_270_pop_1,889.76,1.000
q_ind_271_pop_1,1178.23,1.000
q_ind_0_pop_2,1205.21,1.000
q_ind_1_pop_2,1403.68,1.002
q_ind_2_pop_2,1054.71,1.002
q_ind_3_pop_2,1231.95,1.000
q_ind_4_pop_2,1277.81,1.002
q_ind_5_pop_2,1047.11,1.000
q_ind_6_pop_2,1372.58,1.001
q_ind_7_pop_2,1181.86,1.002
q_ind_8_pop_2,1251.62,1.000
q_ind_9_pop_2,1082.71,1.000
q_ind_10_pop_2,1456.16,1.001
q_ind_11_pop_2,878.42,1.001
q_ind_12_pop_2,1600.65,1.002
q_ind_13_pop_2,509.56,1.004
q_ind_14_pop_2,536.92,1.012
q_ind_15_pop_2,212.75,1.011
q_ind_16_pop_2,579.86,1.005
q_ind_17_pop_2,811.13,1.000
q_ind_18_pop_2,243.92,1.014
q_ind_19_pop_2,540.30,1.004
q_ind_20_pop_2,927.00,1.004
q_ind_21_pop_2,1195.61,1.003
q_ind_22_pop_2,712.85,1.001
q_ind_23_pop_2,1827.43,1.003
q_ind_24_pop_2,887.58,1.002
q_ind_25_pop_2,1432.92,1.001
q_ind_26_pop_2,1071.50,1.001
q_ind_27_pop_2,1440.51,1.001
q_ind_28_pop_2,865.61,1.001
q_ind_29_pop_2,756.64,1.005
q_ind_30_pop_2,1681.06,1.000
q_ind_31_pop_2,1434.26,1.002
q_ind_32_pop_2,2067.90,1.000
q_ind_33_pop_2,1481.48,1.002
q_ind_34_pop_2,1671.75,1.002
q_ind_35_pop_2,206.11,1.002
q_ind_36_pop_2,2190.18,1.001
q_ind_37_pop_2,1545.15,1.001
q_ind_38_pop_2,1239.98,1.002
q_ind_39_pop_2,1878.76,1.001
q_ind_40_pop_2,2085.48,1.001
q_ind_41_pop_2,1531.16,1.001
q_ind_42_pop_2,471.05,1.002
q_ind_43_pop_2,1873.78,1.001
q_ind_44_pop_2,389.80,1.012
q_ind_45_pop_2,279.76,1.011
q_ind_46_pop_2,315.87,1.004
q_ind_47_pop_2,836.76,1.006
q_ind_48_pop_2,608.04,1.010
q_ind_49_pop_2,646.95,1.003
q_ind_50_pop_2,332.68,1.005
q_ind_51_pop_2,472.50,1.001
q_ind_52_pop_2,556.54,1.003
q_ind_53_pop_2,159.13,1.006
q_ind_54_pop_2,454.48,1.002
q_ind_55_pop_2,260.75,1.004
q_ind_56_pop_2,1290.59,1.003
q_ind_57_pop_2,1193.80,1.004
q_ind_58_pop_2,2312.47,1.001
q_ind_59_pop_2,1838.80,1.000
q_ind_60_pop_2,2676.39,1.001
q_ind_61_pop_2,2066.34,1.002
q_ind_62_pop_2,2448.38,1.000
q_ind_63_pop_2,2739.02,1.000
q_ind_64_pop_2,2484.59,1.001
q_ind_65_pop_2,2643.72,1.001
q_ind_66_pop_2,1645.63,1.001
q_ind_67_pop_2,2589.08,1.000
q_ind_68_pop_2,1507.31,1.003
q_ind_69_pop_2,2189.06,1.002
q_ind_70_pop_2,1561.36,1.001
q_ind_71_pop_2,1180.01,1.002
q_ind_72_pop_2,1688.29,1.001
q_ind_73_pop_2,1314.95,1.001
q_ind_74_pop_2,1276.89,1.002
q_ind_75_pop_2,1085.44,1.001
q_ind_76_pop_2,1155.03,1.001
q_ind_77_pop_2,1546.38,1.001
q_ind_78_pop_2,1099.94,1.002
q_ind_79_pop_2,939.39,1.002
q_ind_80_pop_2,1787.85,1.003
q_ind_81_pop_2,1104.00,1.001
q_ind_82_pop_2,1140.44,1.002
q_ind_83_pop_2,1317.07,1.000
q_ind_84_pop_2,1308.07,1.000
q_ind_85_pop_2,163.44,1.018
q_ind_86_pop_2,782.18,1.007
q_ind_87_pop_2,1206.78,1.001
q_ind_88_pop_2,306.90,1.007
q_ind_89_pop_2,888.12,1.001
q_ind_90_pop_2,1542.27,1.000
q_ind_91_pop_2,1344.67,1.001
q_ind_92_pop_2,992.93,1.000
q_ind_93_pop_2,677.03,1.003
q_ind_94_pop_2,1441.49,1.000
q_ind_95_pop_2,1989.10,1.002
q_ind_96_pop_2,1193.34,1.002
q_ind_97_pop_2,471.68,1.008
q_ind_98_pop_2,1108.82,1.001
q_ind_99_pop_2,511.69,1.001
q_ind_100_pop_2,1020.72,1.002
q_ind_101_pop_2,1032.29,1.000
q_ind_102_pop_2,1140.83,1.001
q_ind_103_pop_2,798.42,1.004
q_ind_104_pop_2,898.75,1.002
q_ind_105_pop_2,1160.20,1.001
q_ind_106_pop_2,860.24,1.003
q_ind_107_pop_2,1108.44,1.000
q_ind_108_pop_2,1163.28,1.000
q_ind_109_pop_2,1014.20,1.000
q_ind_110_pop_2,918.62,1.001
q_ind_111_pop_2,1023.40,1.002
q_ind_112_pop_2,1202.56,1.002
q_ind_113_pop_2,1444.25,1.002
q_ind_114_pop_2,1434.65,1.001
q_ind_115_pop_2,1167.92,1.001
q_ind_116_pop_2,1212.07,1.000
q_ind_117_pop_2,1440.15,1.001
q_ind_118_pop_2,985.61,1.001
q_ind_119_pop_2,1015.46,1.003
q_ind_120_pop_2,1246.74,1.001
q_ind_121_pop_2,1182.93,1.001
q_ind_122_pop_2,1120.87,1.001
q_ind_123_pop_2,1326.36,1.005
q_ind_124_pop_2,1550.49,1.001
q_ind_125_pop_2,1296.68,1.002
