param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_165_pop_0,1496.31,1.001
q_ind_166_pop_0,1254.58,1.002
q_ind_167_pop_0,1194.37,1.001
q_ind_168_pop_0,1583.97,1.001
q_ind_169_pop_0,1427.50,1.002
q_ind_170_pop_0,1649.80,1.000
q_ind_171_pop_0,2147.82,1.001
q_ind_172_pop_0,2360.25,1.001
q_ind_173_pop_0,2467.36,1.000
q_ind_174_pop_0,2388.39,1.001
q_ind_175_pop_0,2171.54,1.000
q_ind_176_pop_0,2493.39,1.002
q_ind_177_pop_0,2407.83,1.000
q_ind_178_pop_0,3334.15,1.001
q_ind_179_pop_0,2192.46,1.001
q_ind_180_pop_0,1990.00,1.000
q_ind_181_pop_0,2248.52,1.001
q_ind_182_pop_0,2066.42,1.000
q_ind_183_pop_0,3320.27,1.002
q_ind_184_pop_0,2810.35,1.002
q_ind_185_pop_0,3540.06,1.000
q_ind_186_pop_0,4104.50,1.000
q_ind_187_pop_0,2474.06,1.000
q_ind_188_pop_0,2517.53,1.000
q_ind_189_pop_0,2883.96,1.001
q_ind_190_pop_0,2466.38,1.000
q_ind_191_pop_0,2711.36,1.000
q_ind_192_pop_0,2601.89,1.001
q_ind_193_pop_0,2547.34,1.002
q_ind_194_pop_0,2553.19,1.000
q_ind_195_pop_0,2161.81,1.000
q_ind_196_pop_0,1893.29,1.002
q_ind_197_pop_0,1697.74,1.000
q_ind_198_pop_0,2923.43,1.000
q_ind_199_pop_0,1731.31,1.000
q_ind_200_pop_0,2043.70,1.000
q_ind_201_pop_0,1798.43,1.002
q_ind_202_pop_0,3049.75,1.000
q_ind_203_pop_0,1741.48,1.001
q_ind_204_pop_0,1645.81,1.001
q_ind_205_pop_0,1663.64,1.001
q_ind_206_pop_0,1911.13,1.001
q_ind_207_pop_0,1834.98,1.004
q_ind_208_pop_0,1564.72,1.001
q_ind_209_pop_0,1596.25,1.000
q_ind_210_pop_0,1637.48,1.002
q_ind_211_pop_0,1865.50,1.002
q_ind_212_pop_0,1878.15,1.000
q_ind_213_pop_0,1843.47,1.000
q_ind_214_pop_0,1823.28,1.002
q_ind_215_pop_0,2042.36,1.002
q_ind_216_pop_0,1883.97,1.001
q_ind_217_pop_0,2066.82,1.002
q_ind_218_pop_0,2087.46,1.000
q_ind_219_pop_0,2343.22,1.001
q_ind_220_pop_0,2354.35,1.003
q_ind_221_pop_0,2405.78,1.002
q_ind_222_pop_0,2608.93,1.001
q_ind_223_pop_0,2644.18,1.000
q_ind_224_pop_0,2709.68,1.000
q_ind_225_pop_0,2077.80,1.000
q_ind_226_pop_0,2399.34,1.000
q_ind_227_pop_0,2664.86,1.003
q_ind_228_pop_0,2457.64,1.000
q_ind_229_pop_0,2616.23,1.000
q_ind_230_pop_0,2105.02,1.002
q_ind_231_pop_0,1851.32,1.001
q_ind_232_pop_0,2972.94,1.000
q_ind_233_pop_0,1491.84,1.001
q_ind_234_pop_0,1788.57,1.000
q_ind_235_pop_0,1500.89,1.002
q_ind_236_pop_0,1977.16,1.000
q_ind_237_pop_0,1762.31,1.002
q_ind_238_pop_0,1759.59,1.000
q_ind_239_pop_0,2147.30,1.000
q_ind_240_pop_0,2319.48,1.001
q_ind_241_pop_0,1694.56,1.006
q_ind_242_pop_0,1176.68,1.000
q_ind_243_pop_0,632.83,1.006
q_ind_244_pop_0,1032.97,1.006
q_ind_245_pop_0,885.96,1.002
q_ind_246_pop_0,1006.10,1.000
q_ind_247_pop_0,624.61,1.020
q_ind_248_pop_0,1032.42,1.005
q_ind_249_pop_0,1030.48,1.001
q_ind_250_pop_0,870.89,1.000
q_ind_251_pop_0,877.23,1.001
q_ind_252_pop_0,1058.50,1.001
q_ind_253_pop_0,1092.36,1.001
q_ind_254_pop_0,753.67,1.006
q_ind_255_pop_0,1209.59,1.001
q_ind_256_pop_0,999.64,1.003
q_ind_257_pop_0,1405.84,1.002
q_ind_258_pop_0,1445.39,1.000
q_ind_259_pop_0,1225.97,1.001
q_ind_260_pop_0,1101.42,1.001
q_ind_261_pop_0,961.31,1.001
q_ind_262_pop_0,1289.40,1.006
q_ind_263_pop_0,1393.83,1.001
q_ind_264_pop_0,1471.19,1.007
q_ind_265_pop_0,1268.46,1.000
q_ind_266_pop_0,1195.92,1.002
q_ind_267_pop_0,1055.90,1.003
q_ind_268_pop_0,1397.02,1.006
q_ind_269_pop_0,1631.46,1.002
q_ind_270_pop_0,1304.74,1.002
q_ind_271_pop_0,1437.92,1.002
q_ind_0_pop_1,1507.74,1.000
q_ind_1_pop_1,2017.95,1.001
q_ind_2_pop_1,1195.09,1.000
q_ind_3_pop_1,1919.04,1.002
q_ind_4_pop_1,2509.00,1.001
q_ind_5_pop_1,1106.61,1.003
q_ind_6_pop_1,2359.90,1.000
q_ind_7_pop_1,1678.40,1.000
q_ind_8_pop_1,2080.48,1.001
q_ind_9_pop_1,1900.28,1.001
q_ind_10_pop_1,1586.25,1.000
q_ind_11_pop_1,1816.80,1.000
q_ind_12_pop_1,3219.17,1.000
q_ind_13_pop_1,994.27,1.002
q_ind_14_pop_1,1028.85,1.002
q_ind_15_pop_1,771.76,1.003
q_ind_16_pop_1,1038.15,1.000
q_ind_17_pop_1,810.39,1.004
q_ind_18_pop_1,363.71,1.003
q_ind_19_pop_1,840.39,1.004
q_ind_20_pop_1,1621.25,1.002
q_ind_21_pop_1,825.66,1.001
q_ind_22_pop_1,488.08,1.006
q_ind_23_pop_1,1458.46,1.001
q_ind_24_pop_1,1607.95,1.002
q_ind_25_pop_1,1542.30,1.001
q_ind_26_pop_1,1407.86,1.002
q_ind_27_pop_1,1401.99,1.000
q_ind_28_pop_1,321.65,1.006
q_ind_29_pop_1,1475.40,1.001
q_ind_30_pop_1,2238.13,1.000
q_ind_31_pop_1,1633.18,1.000
q_ind_32_pop_1,2612.92,1.002
q_ind_33_pop_1,1602.36,1.001
q_ind_34_pop_1,2168.73,1.001
q_ind_35_pop_1,2451.58,1.001
q_ind_36_pop_1,2620.12,1.001
q_ind_37_pop_1,1144.53,1.001
q_ind_38_pop_1,1495.30,1.006
q_ind_39_pop_1,736.79,1.001
q_ind_40_pop_1,1630.80,1.002
q_ind_41_pop_1,580.91,1.008
q_ind_42_pop_1,451.25,1.004
q_ind_43_pop_1,1307.98,1.002
q_ind_44_pop_1,710.45,1.003
q_ind_45_pop_1,234.78,1.002
q_ind_46_pop_1,272.38,1.001
q_ind_47_pop_1,860.66,1.003
q_ind_48_pop_1,1143.47,1.003
q_ind_49_pop_1,705.59,1.002
q_ind_50_pop_1,604.73,1.003
q_ind_51_pop_1,395.04,1.002
q_ind_52_pop_1,558.83,1.005
q_ind_53_pop_1,948.21,1.001
q_ind_54_pop_1,343.56,1.001
q_ind_55_pop_1,383.74,1.013
q_ind_56_pop_1,1514.63,1.001
q_ind_57_pop_1,750.09,1.002
q_ind_58_pop_1,2450.55,1.002
q_ind_59_pop_1,1833.07,1.002
q_ind_60_pop_1,2471.10,1.001
q_ind_61_pop_1,1241.57,1.001
q_ind_62_pop_1,2555.37,1.000
q_ind_63_pop_1,3197.89,1.001
q_ind_64_pop_1,1761.82,1.000
q_ind_65_pop_1,2441.95,1.000
q_ind_66_pop_1,1860.62,1.001
q_ind_67_pop_1,2277.47,1.000
q_ind_68_pop_1,908.11,1.004
q_ind_69_pop_1,2130.18,1.003
q_ind_70_pop_1,2315.32,1.001
q_ind_71_pop_1,912.47,1.002
q_ind_72_pop_1,1279.13,1.000
q_ind_73_pop_1,705.28,1.002
q_ind_74_pop_1,512.95,1.004
q_ind_75_pop_1,604.52,1.002
q_ind_76_pop_1,419.22,1.003
q_ind_77_pop_1,1475.22,1.004
q_ind_78_pop_1,2182.38,1.001
q_ind_79_pop_1,1046.42,1.000
q_ind_80_pop_1,1687.02,1.004
q_ind_81_pop_1,1408.10,1.001
q_ind_82_pop_1,999.81,1.001
q_ind_83_pop_1,844.12,1.002
q_ind_84_pop_1,1062.25,1.004
q_ind_85_pop_1,746.81,1.002
q_ind_86_pop_1,1010.99,1.001
q_ind_87_pop_1,1154.14,1.003
q_ind_88_pop_1,1276.25,1.000
q_ind_89_pop_1,1367.24,1.000
q_ind_90_pop_1,1462.86,1.000
q_ind_91_pop_1,1684.60,1.002
q_ind_92_pop_1,1061.84,1.001
q_ind_93_pop_1,452.37,1.002
q_ind_94_pop_1,1445.57,1.001
q_ind_95_pop_1,1315.59,1.001
q_ind_96_pop_1,722.60,1.003
q_ind_97_pop_1,1443.49,1.001
q_ind_98_pop_1,1226.57,1.003
q_ind_99_pop_1,2366.03,1.001
q_ind_100_pop_1,1565.61,1.002
q_ind_101_pop_1,1732.41,1.001
q_ind_102_pop_1,1817.59,1.001
q_ind_103_pop_1,1774.84,1.001
q_ind_104_pop_1,2064.19,1.002
q_ind_105_pop_1,1664.92,1.003
q_ind_106_pop_1,1547.25,1.002
q_ind_107_pop_1,1732.00,1.001
q_ind_108_pop_1,1903.96,1.003
q_ind_109_pop_1,1764.43,1.003
q_ind_110_pop_1,1728.19,1.001
q_ind_111_pop_1,1906.98,1.002
q_ind_112_pop_1,1680.10,1.000
q_ind_113_pop_1,2374.66,1.001
q_ind_114_pop_1,2043.93,1.001
q_ind_115_pop_1,1798.41,1.001
q_ind_116_pop_1,1918.75,1.002
q_ind_117_pop_1,1963.76,1.000
q_ind_118_pop_1,1866.38,1.002
q_ind_119_pop_1,1686.26,1.001
q_ind_120_pop_1,2191.95,1.002
q_ind_121_pop_1,1987.63,1.001
q_ind_122_pop_1,1953.77,1.002
q_ind_123_pop_1,1890.02,1.002
q_ind_124_pop_1,2301.51,1.000
q_ind_125_pop_1,1878.08,1.001
q_ind_126_pop_1,2140.33,1.001
q_ind_127_pop_1,1994.04,1.001
q_ind_128_pop_1,1936.00,1.000
q_ind_129_pop_1,1873.14,1.001
q_ind_130_pop_1,1982.56,1.001
q_ind_131_pop_1,2175.53,1.002
q_ind_132_pop_1,2153.94,1.000
q_ind_133_pop_1,2272.71,1.001
q_ind_134_pop_1,2902.71,1.001
q_ind_135_pop_1,2560.21,1.001
q_ind_136_pop_1,2693.48,1.000
q_ind_137_pop_1,2160.35,1.002
q_ind_138_pop_1,2009.24,1.001
q_ind_139_pop_1,2194.23,1.001
q_ind_140_pop_1,2672.31,1.000
q_ind_141_pop_1,2396.90,1.000
q_ind_142_pop_1,2094.32,1.000
q_ind_143_pop_1,2291.16,1.002
q_ind_144_pop_1,2394.29,1.001
q_ind_145_pop_1,2472.54,1.002
q_ind_146_pop_1,2511.55,1.001
q_ind_147_pop_1,2366.03,1.000
q_ind_148_pop_1,2534.55,1.000
q_ind_149_pop_1,2364.51,1.000
q_ind_150_pop_1,2302.31,1.000
q_ind_151_pop_1,2679.27,1.001
q_ind_152_pop_1,2531.36,1.000
q_ind_153_pop_1,2339.66,1.000
q_ind_154_pop_1,2201.78,1.004
q_ind_155_pop_1,2466.15,1.002
q_ind_156_pop_1,2875.58,1.001
q_ind_157_pop_1,2105.17,1.001
q_ind_158_pop_1,2404.86,1.002
q_ind_159_pop_1,1319.84,1.003
q_ind_160_pop_1,1250.94,1.002
q_ind_161_pop_1,1763.15,1.001
q_ind_162_pop_1,1566.10,1.002
q_ind_163_pop_1,1346.04,1.000
q_ind_164_pop_1,1398.90,1.000
q_ind_165_pop_1,1496.31,1.001
q_ind_166_pop_1,1254.58,1.002
q_ind_167_pop_1,1194.37,1.001
q_ind_168_pop_1,1583.97,1.001
q_ind_169_pop_1,1427.50,1.002
q_ind_170_pop_1,1649.80,1.000
q_ind_171_pop_1,2147.82,1.001
q_ind_172_pop_1,2360.25,1.001
q_ind_173_pop_1,2467.36,1.000
q_ind_174_pop_1,2388.39,1.001
q_ind_175_pop_1,2171.54,1.000
q_ind_176_pop_1,2493.39,1.002
q_ind_177_pop_1,2407.83,1.000
q_ind_178_pop_1,3334.15,1.001
q_ind_179_pop_1,2192.46,1.001
q_ind_180_pop_1,1990.00,1.000
q_ind_181_pop_1,2248.52,1.001
q_ind_182_pop_1,2066.42,1.000
q_ind_183_pop_1,3320.27,1.002
q_ind_184_pop_1,2810.35,1.002
q_ind_185_pop_1,3540.06,1.000
q_ind_186_pop_1,4104.50,1.000
q_ind_187_pop_1,2474.06,1.000
q_ind_188_pop_1,2517.53,1.000
q_ind_189_pop_1,2883.96,1.001
q_ind_190_pop_1,2466.38,1.000
q_ind_191_pop_1,2711.36,1.000
q_ind_192_pop_1,2601.89,1.001
q_ind_193_pop_1,2547.34,1.002
q_ind_194_pop_1,2553.19,1.000
q_ind_195_pop_1,2161.81,1.000
q_ind_196_pop_1,1893.29,1.002
q_ind_197_pop_1,1697.74,1.000
q_ind_198_pop_1,2923.43,1.000
q_ind_199_pop_1,1731.31,1.000
q_ind_200_pop_1,2043.70,1.000
q_ind_201_pop_1,1798.43,1.002
q_ind_202_pop_1,3049.75,1.000
q_ind_203_pop_1,1741.48,1.001
q_ind_204_pop_1,1645.81,1.001
q_ind_205_pop_1,1663.64,1.001
q_ind_206_pop_1,1911.13,1.001
q_ind_207_pop_1,1834.98,1.004
q_ind_208_pop_1,1564.72,1.001
q_ind_209_pop_1,1596.25,1.000
q_ind_210_pop_1,1637.48,1.002
q_ind_211_pop_1,1865.50,1.002
q_ind_212_pop_1,1878.15,1.000
q_ind_213_pop_1,1843.47,1.000
q_ind_214_pop_1,1823.28,1.002
q_ind_215_pop_1,2042.36,1.002
q_ind_216_pop_1,1883.97,1.001
q_ind_217_pop_1,2066.82,1.002
q_ind_218_pop_1,2087.46,1.000
q_ind_219_pop_1,2343.22,1.001
q_ind_220_pop_1,2354.35,1.003
q_ind_221_pop_1,2405.78,1.002
q_ind_222_pop_1,2608.93,1.001
q_ind_223_pop_1,2644.18,1.000
q_ind_224_pop_1,2709.68,1.000
q_ind_225_pop_1,2077.80,1.000
q_ind_226_pop_1,2399.34,1.000
q_ind_227_pop_1,2664.86,1.003
q_ind_228_pop_1,2457.64,1.000
q_ind_229_pop_1,2616.23,1.000
q_ind_230_pop_1,2105.02,1.002
q_ind_231_pop_1,1851.32,1.001
q_ind_232_pop_1,2972.94,1.000
q_ind_233_pop_1,1491.84,1.001
q_ind_234_pop_1,1788.57,1.000
q_ind_235_pop_1,1500.89,1.002
q_ind_236_pop_1,1977.16,1.000
q_ind_237_pop_1,1762.31,1.002
q_ind_238_pop_1,1759.59,1.000
q_ind_239_pop_1,2147.30,1.000
q_ind_240_pop_1,2319.48,1.001
q_ind_241_pop_1,1694.56,1.006
q_ind_242_pop_1,1176.68,1.000
q_ind_243_pop_1,632.83,1.006
q_ind_244_pop_1,1032.97,1.006
q_ind_245_pop_1,885.96,1.002
q_ind_246_pop_1,1006.10,1.000
q_ind_247_pop_1,624.61,1.020
q_ind_248_pop_1,1032.42,1.005
q_ind_249_pop_1,1030.48,1.001
q_ind_250_pop_1,870.89,1.000
q_ind_251_pop_1,877.23,1.001
q_ind_252_pop_1,1058.50,1.001
q_ind_253_pop_1,1092.36,1.001
q_ind_254_pop_1,753.67,1.006
q_ind_255_pop_1,1209.59,1.001
q_ind_256_pop_1,999.64,1.003
q_ind_257_pop_1,1405.84,1.002
q_ind_258_pop_1,1445.39,1.000
q_ind_259_pop_1,1225.96,1.001
q_ind_260_pop_1,1101.43,1.001
q_ind_261_pop_1,961.31,1.001
q_ind_262_pop_1,1289.40,1.006
q_ind_263_pop_1,1393.83,1.001
q_ind_264_pop_1,1471.19,1.007
q_ind_265_pop_1,1268.46,1.000
q_ind_266_pop_1,1195.92,1.002
q_ind_267_pop_1,1055.90,1.003
q_ind_268_pop_1,1397.02,1.006
q_ind_269_pop_1,1631.46,1.002
q_ind_270_pop_1,1304.74,1.002
q_ind_271_pop_1,1437.92,1.002
