gbifID,stateProvince,decimalLatitude,decimalLongitude,year,basisOfRecord
3091265902,Arizona,36.959779,-111.856299,2013,PRESERVED_SPECIMEN
3091195347,Arizona,36.963635,-110.759771,1952,PRESERVED_SPECIMEN
2270695967,Arizona,36.967608,-113.818852,2015,PRESERVED_SPECIMEN
3872309307,Arizona,36.96917,-113.86944,2018,PRESERVED_SPECIMEN
1846479818,Arizona,36.969693,-111.769648,2008,PRESERVED_SPECIMEN
3091202188,Arizona,36.977528,-113.866333,2016,PRESERVED_SPECIMEN
1846483381,Arizona,36.981183,-113.863533,2008,PRESERVED_SPECIMEN
1929270072,Arizona,36.9827,-113.821,2000,PRESERVED_SPECIMEN
3091240793,Arizona,36.989335,-111.13069,1971,PRESERVED_SPECIMEN
2430369822,California,33.5,-117.4,1991,PRESERVED_SPECIMEN
3383834732,California,33.500965,-116.817177,2021,HUMAN_OBSERVATION
3384655838,California,33.526161,-117.284579,2021,HUMAN_OBSERVATION
3384625659,California,33.861411,-117.671561,2021,HUMAN_OBSERVATION
3125054767,California,34,-117.41667,1991,PRESERVED_SPECIMEN
1899734578,California,34,-117.416667,1991,PRESERVED_SPECIMEN
3302293372,California,34.052894,-116.564994,2020,HUMAN_OBSERVATION
2574063990,California,34.099388,-117.148315,2019,HUMAN_OBSERVATION
3061540981,California,34.115107,-117.71747,2021,HUMAN_OBSERVATION
3125180807,California,34.16367,-117.83938,1954,PRESERVED_SPECIMEN
2430132519,California,34.25588,-116.71478,2014,PRESERVED_SPECIMEN
2430351377,California,34.27187,-116.46469,2010,PRESERVED_SPECIMEN
2430498352,California,34.27577,-116.5403,2010,PRESERVED_SPECIMEN
2422485302,California,34.27578,-116.54031,2010,PRESERVED_SPECIMEN
2430337475,California,34.27943,-116.5358,2013,PRESERVED_SPECIMEN
2430445058,California,34.29139,-116.56803,2013,PRESERVED_SPECIMEN
2422498471,California,34.29139,-116.56803,2013,PRESERVED_SPECIMEN
2430115425,California,34.2917,-116.53733,2013,PRESERVED_SPECIMEN
2988364450,California,34.296591,-116.367018,2020,HUMAN_OBSERVATION
2430435945,California,34.3062,-116.5405,2013,PRESERVED_SPECIMEN
2430154663,California,34.313056,-116.792222,2010,PRESERVED_SPECIMEN
2422476352,California,34.31306,-116.79222,2010,PRESERVED_SPECIMEN
3301972544,California,34.313358,-116.792397,2021,HUMAN_OBSERVATION
2430084414,California,34.31627,-116.76663,2014,PRESERVED_SPECIMEN
3302093645,California,34.317648,-116.55491,2021,HUMAN_OBSERVATION
3406870645,California,34.325158,-117.428354,1946,PRESERVED_SPECIMEN
3406822707,California,34.325158,-117.428354,1946,PRESERVED_SPECIMEN
2430549791,California,34.325158,-117.428354,1957,PRESERVED_SPECIMEN
2430226371,California,34.326528,-116.482778,1988,PRESERVED_SPECIMEN
2430337668,California,34.33,-116.811667,2010,PRESERVED_SPECIMEN
2422314819,California,34.33111,-116.69361,1994,PRESERVED_SPECIMEN
2430535462,California,34.33801,-116.7072,2012,PRESERVED_SPECIMEN
3125182770,California,34.33801,-116.7072,2012,PRESERVED_SPECIMEN
2430554873,California,34.343688,-116.842078,1938,PRESERVED_SPECIMEN
3053365973,California,34.35,-116.8667,2000,PRESERVED_SPECIMEN
2430488832,California,34.35,-116.866667,2000,PRESERVED_SPECIMEN
