param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_51_pop_1,1093.21,1.024
q_ind_52_pop_1,171.91,1.036
q_ind_53_pop_1,834.33,1.012
q_ind_54_pop_1,888.64,1.008
q_ind_55_pop_1,425.39,1.064
q_ind_56_pop_1,9401.82,1.000
q_ind_57_pop_1,7382.45,1.000
q_ind_58_pop_1,10429.55,1.000
q_ind_59_pop_1,793.69,1.004
q_ind_60_pop_1,7507.11,1.000
q_ind_61_pop_1,2576.36,1.000
q_ind_62_pop_1,12098.18,1.000
q_ind_63_pop_1,799.31,1.065
q_ind_64_pop_1,5957.32,1.000
q_ind_65_pop_1,974.06,1.005
q_ind_66_pop_1,7424.87,1.000
q_ind_67_pop_1,797.85,1.132
q_ind_68_pop_1,6953.01,1.001
q_ind_69_pop_1,229.08,1.218
q_ind_70_pop_1,7104.04,1.000
q_ind_71_pop_1,648.06,1.129
q_ind_72_pop_1,7425.41,1.000
q_ind_73_pop_1,3269.75,1.000
q_ind_74_pop_1,11340.16,1.000
q_ind_75_pop_1,11740.55,1.000
q_ind_76_pop_1,5576.44,1.000
q_ind_77_pop_1,1313.48,1.009
q_ind_78_pop_1,11401.43,1.000
q_ind_79_pop_1,8162.71,1.000
q_ind_80_pop_1,11823.94,1.000
q_ind_81_pop_1,10694.37,1.000
q_ind_82_pop_1,1571.55,1.002
q_ind_83_pop_1,953.99,1.008
q_ind_84_pop_1,3609.89,1.000
q_ind_85_pop_1,719.73,1.078
q_ind_86_pop_1,5947.84,1.000
q_ind_87_pop_1,3867.75,1.000
q_ind_88_pop_1,428.84,1.006
q_ind_89_pop_1,7218.58,1.000
q_ind_90_pop_1,658.46,1.001
q_ind_91_pop_1,4359.56,1.001
q_ind_92_pop_1,6304.65,1.001
q_ind_93_pop_1,6750.13,1.000
q_ind_94_pop_1,1689.81,1.001
q_ind_95_pop_1,978.68,1.015
q_ind_96_pop_1,309.73,1.032
q_ind_97_pop_1,102.71,1.040
q_ind_98_pop_1,78.69,1.056
q_ind_99_pop_1,635.31,1.001
q_ind_100_pop_1,156.21,1.080
q_ind_101_pop_1,17.35,1.216
q_ind_102_pop_1,750.75,1.008
q_ind_103_pop_1,612.07,1.068
q_ind_104_pop_1,29.78,1.337
q_ind_105_pop_1,124.49,1.036
q_ind_106_pop_1,899.75,1.028
q_ind_107_pop_1,1215.39,1.001
q_ind_108_pop_1,1296.76,1.001
q_ind_109_pop_1,1048.42,1.005
q_ind_110_pop_1,9709.51,1.000
q_ind_111_pop_1,783.16,1.003
q_ind_112_pop_1,8865.32,1.000
q_ind_113_pop_1,8200.61,1.001
q_ind_114_pop_1,6950.83,1.001
q_ind_115_pop_1,1457.46,1.001
q_ind_116_pop_1,3816.37,1.000
q_ind_117_pop_1,608.17,1.023
q_ind_118_pop_1,827.91,1.020
q_ind_119_pop_1,641.38,1.010
q_ind_120_pop_1,550.94,1.014
q_ind_121_pop_1,130.76,1.083
q_ind_122_pop_1,314.57,1.088
q_ind_123_pop_1,1142.41,1.023
q_ind_124_pop_1,73.89,1.191
q_ind_125_pop_1,2513.51,1.001
q_ind_126_pop_1,11.71,1.111
q_ind_127_pop_1,210.93,1.035
q_ind_128_pop_1,5.19,1.242
q_ind_129_pop_1,667.62,1.005
q_ind_130_pop_1,404.80,1.025
q_ind_131_pop_1,886.31,1.011
q_ind_132_pop_1,2163.57,1.000
q_ind_133_pop_1,87.62,1.077
q_ind_134_pop_1,543.34,1.038
q_ind_135_pop_1,2343.06,1.006
q_ind_136_pop_1,331.08,1.178
q_ind_137_pop_1,1244.76,1.009
q_ind_138_pop_1,2629.63,1.008
q_ind_139_pop_1,2374.72,1.005
q_ind_140_pop_1,562.97,1.009
q_ind_141_pop_1,1033.05,1.037
q_ind_142_pop_1,1198.27,1.017
q_ind_143_pop_1,1983.79,1.005
q_ind_144_pop_1,626.46,1.048
q_ind_145_pop_1,1888.06,1.005
q_ind_146_pop_1,401.96,1.001
q_ind_147_pop_1,696.21,1.001
q_ind_148_pop_1,647.96,1.005
q_ind_0_pop_2,107.69,1.027
q_ind_1_pop_2,10666.69,1.000
q_ind_2_pop_2,10281.67,1.000
q_ind_3_pop_2,12878.13,1.000
q_ind_4_pop_2,12140.35,1.000
q_ind_5_pop_2,191.09,1.006
q_ind_6_pop_2,10664.29,1.000
q_ind_7_pop_2,10040.22,1.000
q_ind_8_pop_2,10084.78,1.000
q_ind_9_pop_2,7930.07,1.000
q_ind_10_pop_2,11748.55,1.000
q_ind_11_pop_2,208.96,1.024
q_ind_12_pop_2,565.46,1.016
q_ind_13_pop_2,553.80,1.022
q_ind_14_pop_2,1851.70,1.002
q_ind_15_pop_2,844.35,1.008
q_ind_16_pop_2,1416.76,1.002
q_ind_17_pop_2,76.53,1.199
q_ind_18_pop_2,30.25,1.243
q_ind_19_pop_2,3.63,2.185
q_ind_20_pop_2,813.05,1.055
q_ind_21_pop_2,3.59,2.250
q_ind_22_pop_2,1627.43,1.002
q_ind_23_pop_2,1894.84,1.050
q_ind_24_pop_2,140.38,1.174
q_ind_25_pop_2,700.37,1.075
q_ind_26_pop_2,992.74,1.001
q_ind_27_pop_2,1469.92,1.024
q_ind_28_pop_2,288.91,1.002
q_ind_29_pop_2,408.65,1.033
q_ind_30_pop_2,1561.42,1.006
q_ind_31_pop_2,1272.36,1.004
q_ind_32_pop_2,2090.56,1.000
q_ind_33_pop_2,757.48,1.089
q_ind_34_pop_2,396.08,1.007
q_ind_35_pop_2,1484.09,1.002
q_ind_36_pop_2,6.18,1.306
q_ind_37_pop_2,387.35,1.129
q_ind_38_pop_2,110.95,1.140
q_ind_39_pop_2,3.89,1.966
q_ind_40_pop_2,5187.03,1.000
q_ind_41_pop_2,4713.51,1.001
q_ind_42_pop_2,6024.97,1.001
q_ind_43_pop_2,1049.41,1.008
q_ind_44_pop_2,740.81,1.006
q_ind_45_pop_2,135.90,1.009
q_ind_46_pop_2,1195.08,1.006
q_ind_47_pop_2,1372.80,1.023
q_ind_48_pop_2,922.19,1.004
q_ind_49_pop_2,909.51,1.038
q_ind_50_pop_2,1549.98,1.006
q_ind_51_pop_2,1116.39,1.001
q_ind_52_pop_2,1678.99,1.003
q_ind_53_pop_2,288.80,1.090
q_ind_54_pop_2,1040.52,1.050
q_ind_55_pop_2,145.06,1.009
q_ind_56_pop_2,9857.12,1.000
q_ind_57_pop_2,7533.10,1.000
q_ind_58_pop_2,13062.03,1.000
q_ind_59_pop_2,201.66,1.007
q_ind_60_pop_2,9595.41,1.000
q_ind_61_pop_2,4540.24,1.000
q_ind_62_pop_2,13089.84,1.000
q_ind_63_pop_2,3174.33,1.004
q_ind_64_pop_2,6075.03,1.000
q_ind_65_pop_2,217.01,1.000
q_ind_66_pop_2,7931.42,1.000
q_ind_67_pop_2,86.27,1.141
q_ind_68_pop_2,5877.82,1.000
q_ind_69_pop_2,50.48,1.325
q_ind_70_pop_2,8036.50,1.000
q_ind_71_pop_2,864.02,1.128
q_ind_72_pop_2,7454.22,1.001
q_ind_73_pop_2,5406.19,1.000
q_ind_74_pop_2,10957.92,1.000
q_ind_75_pop_2,10771.32,1.000
q_ind_76_pop_2,5448.08,1.000
q_ind_77_pop_2,710.45,1.113
q_ind_78_pop_2,11032.39,1.000
q_ind_79_pop_2,4461.75,1.000
q_ind_80_pop_2,9913.14,1.000
q_ind_81_pop_2,10464.67,1.000
q_ind_82_pop_2,130.23,1.005
q_ind_83_pop_2,856.69,1.108
q_ind_84_pop_2,3445.17,1.001
q_ind_85_pop_2,2316.40,1.030
q_ind_86_pop_2,5524.94,1.001
q_ind_87_pop_2,5079.64,1.000
q_ind_88_pop_2,121.75,1.083
q_ind_89_pop_2,7212.69,1.001
q_ind_90_pop_2,135.47,1.068
q_ind_91_pop_2,4023.58,1.001
q_ind_92_pop_2,7124.03,1.000
q_ind_93_pop_2,6242.78,1.000
q_ind_94_pop_2,5.22,1.396
q_ind_95_pop_2,383.51,1.026
q_ind_96_pop_2,1549.67,1.004
q_ind_97_pop_2,1169.00,1.003
q_ind_98_pop_2,1559.20,1.017
q_ind_99_pop_2,173.02,1.030
q_ind_100_pop_2,39.97,1.348
q_ind_101_pop_2,169.42,1.132
q_ind_102_pop_2,1089.73,1.007
q_ind_103_pop_2,84.28,1.230
q_ind_104_pop_2,963.65,1.004
q_ind_105_pop_2,1119.30,1.100
q_ind_106_pop_2,2043.97,1.035
q_ind_107_pop_2,1480.05,1.001
q_ind_108_pop_2,266.96,1.001
q_ind_109_pop_2,353.50,1.012
q_ind_110_pop_2,9987.83,1.000
q_ind_111_pop_2,1092.25,1.056
q_ind_112_pop_2,9340.97,1.000
q_ind_113_pop_2,8153.91,1.000
q_ind_114_pop_2,9237.78,1.000
q_ind_115_pop_2,1363.82,1.067
q_ind_116_pop_2,6113.29,1.000
q_ind_117_pop_2,688.70,1.058
q_ind_118_pop_2,2046.16,1.007
q_ind_119_pop_2,571.32,1.059
q_ind_120_pop_2,423.46,1.037
q_ind_121_pop_2,117.75,1.076
q_ind_122_pop_2,38.73,1.181
q_ind_123_pop_2,766.00,1.093
q_ind_124_pop_2,1841.03,1.002
q_ind_125_pop_2,247.67,1.007
q_ind_126_pop_2,3894.00,1.015
q_ind_127_pop_2,2096.71,1.005
q_ind_128_pop_2,2391.59,1.009
q_ind_129_pop_2,88.89,1.092
q_ind_130_pop_2,514.24,1.046
q_ind_131_pop_2,962.96,1.008
q_ind_132_pop_2,2113.31,1.004
q_ind_133_pop_2,1665.42,1.001
q_ind_134_pop_2,1092.63,1.101
q_ind_135_pop_2,1384.91,1.040
q_ind_136_pop_2,2453.18,1.071
q_ind_137_pop_2,1849.80,1.022
q_ind_138_pop_2,972.63,1.099
q_ind_139_pop_2,626.46,1.089
q_ind_140_pop_2,878.07,1.004
q_ind_141_pop_2,295.80,1.116
q_ind_142_pop_2,860.29,1.127
q_ind_143_pop_2,1618.86,1.072
q_ind_144_pop_2,298.58,1.195
q_ind_145_pop_2,1241.71,1.085
q_ind_146_pop_2,598.79,1.036
q_ind_147_pop_2,451.62,1.046
q_ind_148_pop_2,726.48,1.032
q_ind_0_pop_3,2.05,15.630
q_ind_1_pop_3,10025.54,1.000
q_ind_2_pop_3,8916.85,1.000
q_ind_3_pop_3,12813.86,1.000
q_ind_4_pop_3,10291.67,1.000
q_ind_5_pop_3,2.50,4.782
q_ind_6_pop_3,10989.93,1.000
q_ind_7_pop_3,9021.69,1.000
q_ind_8_pop_3,9896.43,1.001
q_ind_9_pop_3,8733.08,1.000
q_ind_10_pop_3,11004.35,1.000
q_ind_11_pop_3,2.00,42.696
q_ind_12_pop_3,2.00,39.972
q_ind_13_pop_3,2.00,43.734
q_ind_14_pop_3,2.03,15.728
q_ind_15_pop_3,2.03,13.359
q_ind_16_pop_3,2.03,12.574
q_ind_17_pop_3,2.03,22.041
q_ind_18_pop_3,2.03,16.530
q_ind_19_pop_3,2.01,48.078
q_ind_20_pop_3,2.03,11.619
q_ind_21_pop_3,2.00,50.640
q_ind_22_pop_3,2.31,10.171
q_ind_23_pop_3,2.77,13.692
q_ind_24_pop_3,2.35,9.112
q_ind_25_pop_3,2.02,18.482
q_ind_26_pop_3,2.17,13.585
q_ind_27_pop_3,2.05,12.465
q_ind_28_pop_3,2.14,13.639
q_ind_29_pop_3,2.33,11.670
q_ind_30_pop_3,2.73,10.484
q_ind_31_pop_3,2.50,9.045
q_ind_32_pop_3,2.04,13.062
q_ind_33_pop_3,2.07,10.877
q_ind_34_pop_3,2.24,7.799
q_ind_35_pop_3,2.01,17.557
q_ind_36_pop_3,2.02,26.755
q_ind_37_pop_3,2.03,18.490
q_ind_38_pop_3,2.01,18.676
q_ind_39_pop_3,2.02,25.269
q_ind_40_pop_3,6869.07,1.000
q_ind_41_pop_3,4952.66,1.000
q_ind_42_pop_3,6439.84,1.000
q_ind_43_pop_3,2.01,14.279
q_ind_44_pop_3,2.02,18.470
q_ind_45_pop_3,2.05,15.917
q_ind_46_pop_3,2.10,11.495
q_ind_47_pop_3,2.08,10.295
q_ind_48_pop_3,2.02,12.094
q_ind_49_pop_3,2.32,11.364
q_ind_50_pop_3,19.88,10.364
q_ind_51_pop_3,2.04,12.063
q_ind_52_pop_3,2.04,13.857
q_ind_53_pop_3,2.14,8.265
q_ind_54_pop_3,2.05,14.890
q_ind_55_pop_3,2.05,14.840
q_ind_56_pop_3,10131.72,1.000
q_ind_57_pop_3,6624.43,1.000
q_ind_58_pop_3,13324.42,1.000
q_ind_59_pop_3,81.13,1.720
q_ind_60_pop_3,10034.49,1.000
q_ind_61_pop_3,3885.08,1.001
q_ind_62_pop_3,12566.87,1.000
q_ind_63_pop_3,2.33,13.668
q_ind_64_pop_3,6679.22,1.000
q_ind_65_pop_3,114.76,1.073
q_ind_66_pop_3,8493.20,1.000
q_ind_67_pop_3,91.27,5.437
q_ind_68_pop_3,7238.61,1.000
q_ind_69_pop_3,159.96,5.659
q_ind_70_pop_3,9305.80,1.000
q_ind_71_pop_3,72.42,4.535
q_ind_72_pop_3,7546.13,1.000
q_ind_73_pop_3,7349.57,1.000
q_ind_74_pop_3,13219.29,1.000
q_ind_75_pop_3,11013.84,1.000
q_ind_76_pop_3,7894.39,1.000
q_ind_77_pop_3,2.40,20.686
q_ind_78_pop_3,11291.57,1.000
q_ind_79_pop_3,5959.10,1.002
q_ind_80_pop_3,12691.05,1.000
q_ind_81_pop_3,12056.07,1.000
q_ind_82_pop_3,2.78,6.426
q_ind_83_pop_3,2.13,21.242
q_ind_84_pop_3,4061.14,1.001
q_ind_85_pop_3,2.04,11.866
q_ind_86_pop_3,8055.07,1.001
q_ind_87_pop_3,3600.17,1.001
q_ind_88_pop_3,498.88,1.008
q_ind_89_pop_3,8524.21,1.000
q_ind_90_pop_3,963.38,1.012
q_ind_91_pop_3,4416.91,1.000
q_ind_92_pop_3,8684.15,1.000
q_ind_93_pop_3,8290.20,1.000
q_ind_94_pop_3,2.05,23.464
q_ind_95_pop_3,2.02,12.814
q_ind_96_pop_3,2.17,11.678
q_ind_97_pop_3,2.04,12.272
q_ind_98_pop_3,2.04,12.574
q_ind_99_pop_3,2.13,12.455
q_ind_100_pop_3,2.14,19.724
q_ind_101_pop_3,2.05,25.068
q_ind_102_pop_3,2.02,21.282
q_ind_103_pop_3,2.04,19.191
q_ind_104_pop_3,2.02,21.909
q_ind_105_pop_3,2.09,11.761
q_ind_106_pop_3,2.51,8.187
q_ind_107_pop_3,2.02,28.495
q_ind_108_pop_3,2.01,20.021
q_ind_109_pop_3,2.01,19.953
q_ind_110_pop_3,10101.70,1.000
q_ind_111_pop_3,2.09,12.392
q_ind_112_pop_3,9556.73,1.000
q_ind_113_pop_3,8909.27,1.000
q_ind_114_pop_3,8270.18,1.000
q_ind_115_pop_3,2.03,13.878
q_ind_116_pop_3,5913.79,1.000
q_ind_117_pop_3,2.02,17.531
q_ind_118_pop_3,2.27,8.365
q_ind_119_pop_3,5.44,9.929
q_ind_120_pop_3,2.04,14.195
q_ind_121_pop_3,2.01,17.170
q_ind_122_pop_3,2.03,16.432
q_ind_123_pop_3,2.03,14.890
q_ind_124_pop_3,2.07,13.404
q_ind_125_pop_3,2.01,24.529
q_ind_126_pop_3,2.00,91.356
q_ind_127_pop_3,2.01,16.766
q_ind_128_pop_3,2.00,77.320
q_ind_129_pop_3,2.36,13.995
q_ind_130_pop_3,2.03,13.043
q_ind_131_pop_3,2.01,31.828
q_ind_132_pop_3,2.04,15.587
q_ind_133_pop_3,34.93,13.215
q_ind_134_pop_3,2.19,16.369
q_ind_135_pop_3,2.37,7.568
q_ind_136_pop_3,3.16,17.178
q_ind_137_pop_3,2.08,9.646
q_ind_138_pop_3,2.08,10.353
q_ind_139_pop_3,2.04,12.005
q_ind_140_pop_3,2.06,11.218
q_ind_141_pop_3,2.03,14.910
q_ind_142_pop_3,2.04,13.199
q_ind_143_pop_3,2.38,10.342
q_ind_144_pop_3,2.18,16.881
q_ind_145_pop_3,2.05,11.286
q_ind_146_pop_3,2.08,12.568
q_ind_147_pop_3,2.11,13.164
q_ind_148_pop_3,2.08,10.991
q_ind_0_pop_4,2.01,19.559
q_ind_1_pop_4,10003.43,1.000
q_ind_2_pop_4,9322.78,1.000
q_ind_3_pop_4,12827.64,1.000
q_ind_4_pop_4,11369.45,1.000
q_ind_5_pop_4,2.62,5.464
q_ind_6_pop_4,10066.90,1.001
q_ind_7_pop_4,10071.08,1.000
q_ind_8_pop_4,10133.10,1.000
q_ind_9_pop_4,8273.68,1.000
q_ind_10_pop_4,11947.17,1.000
q_ind_11_pop_4,2.01,58.744
q_ind_12_pop_4,2.01,61.304
q_ind_13_pop_4,2.00,66.395
q_ind_14_pop_4,2.00,19.388
q_ind_15_pop_4,2.02,15.801
q_ind_16_pop_4,2.00,15.400
q_ind_17_pop_4,1.98,28.582
q_ind_18_pop_4,1.99,21.354
q_ind_19_pop_4,2.00,48.594
q_ind_20_pop_4,2.06,14.882
q_ind_21_pop_4,2.00,48.937
q_ind_22_pop_4,2.17,12.966
q_ind_23_pop_4,2.03,19.506
q_ind_24_pop_4,2.24,11.611
q_ind_25_pop_4,2.00,22.688
q_ind_26_pop_4,2.14,16.644
q_ind_27_pop_4,2.02,15.550
q_ind_28_pop_4,2.08,16.723
q_ind_29_pop_4,2.16,15.842
q_ind_30_pop_4,2.27,14.535
q_ind_31_pop_4,2.20,12.505
q_ind_32_pop_4,2.05,15.831
q_ind_33_pop_4,2.02,13.664
q_ind_34_pop_4,2.06,10.215
q_ind_35_pop_4,1.99,20.656
q_ind_36_pop_4,1.99,42.204
q_ind_37_pop_4,2.01,22.646
q_ind_38_pop_4,2.01,23.704
q_ind_39_pop_4,2.00,37.183
q_ind_40_pop_4,6257.69,1.001
q_ind_41_pop_4,5973.46,1.000
q_ind_42_pop_4,5665.03,1.001
q_ind_43_pop_4,2.01,17.723
q_ind_44_pop_4,2.00,24.161
q_ind_45_pop_4,2.00,20.410
q_ind_46_pop_4,2.13,14.536
q_ind_47_pop_4,2.05,12.922
q_ind_48_pop_4,2.01,14.473
q_ind_49_pop_4,2.21,13.340
q_ind_50_pop_4,631.35,13.199
q_ind_51_pop_4,2.03,15.257
q_ind_52_pop_4,2.03,15.399
q_ind_53_pop_4,2.07,12.572
q_ind_54_pop_4,2.01,18.487
q_ind_55_pop_4,2.02,19.123
q_ind_56_pop_4,11187.34,1.000
q_ind_57_pop_4,7511.08,1.001
q_ind_58_pop_4,12995.77,1.000
q_ind_59_pop_4,36.31,1.931
q_ind_60_pop_4,10216.43,1.000
q_ind_61_pop_4,4125.76,1.002
q_ind_62_pop_4,11754.86,1.000
q_ind_63_pop_4,2.07,18.957
q_ind_64_pop_4,6948.37,1.000
q_ind_65_pop_4,125.25,1.043
q_ind_66_pop_4,9494.52,1.001
q_ind_67_pop_4,2.08,8.384
q_ind_68_pop_4,8377.07,1.000
q_ind_69_pop_4,2.00,9.797
q_ind_70_pop_4,9027.69,1.000
q_ind_71_pop_4,2.05,7.201
q_ind_72_pop_4,7464.43,1.000
q_ind_73_pop_4,5915.60,1.001
q_ind_74_pop_4,11877.20,1.000
q_ind_75_pop_4,11083.21,1.001
q_ind_76_pop_4,6764.93,1.000
q_ind_77_pop_4,2.03,30.607
q_ind_78_pop_4,11480.05,1.000
q_ind_79_pop_4,6426.64,1.004
q_ind_80_pop_4,11865.47,1.000
q_ind_81_pop_4,11447.51,1.000
q_ind_82_pop_4,2.58,8.171
q_ind_83_pop_4,2.02,31.683
q_ind_84_pop_4,3695.35,1.002
