"Pop","ID","All","Trail","Dist","Site","Side","Lat","Long","DensoAvg","C","N","C_N_Ratio","PC1","PC2","PC3","PC4","PC5","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","ESS1","ESS2","ESS3","ESS4","ESS5","ESS6","ESS7","ESS8","ESS9","ESS10","Rhat1","Rhat2","Rhat3","Rhat4","Rhat5","Rhat6","Rhat7","Rhat8","Rhat9","Rhat10"
"SOC900",3,"SOC900_3","SOC",900,"LS","L",10.43791001,-84.01081,92.625,2.555,0.32,8,9.92772929007567,-5.45365778057682,-20.9320655911964,11.721481832144,-24.4199455773918,0.030784,0.035724,0.005493,0.521651,0.262865,0.005813,0.017687,0.059086,0.000211,0.060685,732.34,425.39,145.06,2.05,2.02,4,272.34,312.44,1550.4,2352.63,1.036,1.064,1.009,14.84,19.123,1.543,1.041,1.063,1.002,1.003
"SOR350",10,"SOR350_10","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-97.3717756675076,166.169970805451,7.27578802235271,-0.397370335612427,-0.219221237693412,0.999767,3e-05,2.6e-05,2.5e-05,2.3e-05,2.4e-05,2.8e-05,2.4e-05,3.1e-05,2.3e-05,9371.09,9401.82,9857.12,10131.72,11187.34,10323.58,8831.62,9897.56,8166.23,10887.57,1,1,1,1,1,1,1,1,1.001,1
"SOR350",1,"SOR350_1","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-95.8468659289947,164.984753678844,6.15379913908105,0.0286621856645072,-2.07538805628875,0.999689,3.5e-05,3.3e-05,3.7e-05,3.4e-05,2.9e-05,3.7e-05,3.4e-05,4.2e-05,3.2e-05,6747.28,7382.45,7533.1,6624.43,7511.08,8722.49,7285.73,7307.97,6145.39,7858.78,1,1,1,1,1.001,1,1,1,1,1
"SOR350",2,"SOR350_2","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-97.926108030716,168.143948702885,7.36037419847978,0.152567933832973,-0.510813754705747,0.999826,2.2e-05,1.7e-05,1.8e-05,1.8e-05,1.8e-05,2e-05,2e-05,2.2e-05,1.9e-05,12205.17,10429.55,13062.03,13324.42,12995.77,13692.44,11922.61,12846.21,10784.71,11697.28,1,1,1,1,1,1,1,1,1,1
"SOR350",3,"SOR350_3","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-86.0014940447004,144.379272541329,3.95042222291795,0.327095853861838,-0.284763064769099,0.861435,0.024195,0.004502,0.030439,0.016921,0.02002,0.003946,0.024399,0.013676,0.000468,7167.89,793.69,201.66,81.13,36.31,1275.41,132.95,1338.6,374.25,710.11,1.001,1.004,1.007,1.72,1.931,1.004,1.015,1.007,1.005,1.004
"SOR350",4,"SOR350_4","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-96.2965775279533,165.070963636159,7.54250848208657,-0.0977954954504323,-0.327092864182288,0.999746,3.3e-05,2.5e-05,2.6e-05,2.5e-05,2.3e-05,3.7e-05,2.6e-05,3.4e-05,2.5e-05,8292.91,7507.11,9595.41,10034.49,10216.43,11119.91,6319.79,10984.22,7148.73,9625.36,1,1,1,1,1,1,1,1,1,1
"SOR350",5,"SOR350_5","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-95.4471914326003,163.775288290225,6.47321056152482,-1.12659161129981,-2.51493915202706,0.999341,9.7e-05,6.6e-05,7.3e-05,6.8e-05,0.000107,7.2e-05,5.1e-05,7.2e-05,5.1e-05,3491.3,2576.36,4540.24,3885.08,4125.76,2674.63,4100.33,5276.7,3799.7,5268.15,1.001,1,1,1.001,1.002,1.001,1,1,1,1.001
"SOR350",6,"SOR350_6","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-97.4043843939991,168.274789086755,6.21295903227266,-0.0568202422308306,-2.31538227456673,0.999816,2.1e-05,1.9e-05,2e-05,2.1e-05,1.9e-05,2e-05,2.1e-05,2.1e-05,2.1e-05,12484.51,12098.18,13089.84,12566.87,11754.86,12909.27,12359.92,12087.76,12378.04,11828.52,1,1,1,1,1,1,1,1,1,1
"SOR350",7,"SOR350_7","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-23.5568361458518,-22.1871156742011,21.0911406605528,-22.2202665255574,11.1054959435949,0.034452,0.081411,0.175415,0.275285,0.129328,0.00791,0.12489,0.001129,0.164442,0.005737,1383.37,799.31,3174.33,2.33,2.07,133.22,2403.49,276.05,2509.42,174.84,1.003,1.065,1.004,13.668,18.957,1.046,1.022,1.007,1.017,1.02
"SOR350",8,"SOR350_8","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-96.4236131721309,162.953561046133,7.55303709982162,0.379578531099825,-1.13179783362215,0.999545,4.8e-05,4.5e-05,4e-05,3.7e-05,4.2e-05,0.000104,4.4e-05,6.1e-05,3.4e-05,3745.72,5957.32,6075.03,6679.22,6948.37,6502.79,2443.37,5599.36,4479.35,7692.19,1,1,1,1,1,1,1,1,1.001,1
"SOR350",9,"SOR350_9","SOR",350,"LS","R",10.42724999,-84.003434,88,3.595,0.435,8.25,-88.2594882723325,149.155109351913,2.77893356892458,-0.0921590254166398,2.02625362872729,0.893801,0.02903,0.005793,0.004225,0.002794,0.011276,0.000434,0.031253,0.020753,0.00064,6962.13,974.06,217.01,114.76,125.25,505.66,878.16,2052.72,1138.61,579.98,1,1.005,1,1.073,1.043,1.002,1.002,1.001,1.001,1.006
"SOR400",10,"SOR400_10","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-55.2121392048161,-34.4970857199442,40.6710713443174,-56.5095956399145,115.521838296799,3.3e-05,4e-05,3.3e-05,3.1e-05,2.8e-05,3.1e-05,4.3e-05,3.1e-05,0.999704,2.7e-05,7307.75,7424.87,7931.42,8493.2,9494.52,7833.81,6838.62,8043.59,7495.44,9598.85,1,1,1,1,1.001,1,1.001,1,1.001,1
"SOR400",1,"SOR400_1","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-42.4565054829913,-33.8183759588825,34.1532521369342,-62.2108010280609,47.3306276540222,0.000749,0.114449,0.308569,0.081704,0.032365,0.000144,0.094548,0.000217,0.367059,0.000196,604.56,797.85,86.27,91.27,2.08,1989.19,2374.53,1468.02,5123.17,1486.76,1.001,1.132,1.141,5.437,8.384,1.003,1.074,1.003,1.011,1.001
"SOR400",2,"SOR400_2","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-58.468895124259,-34.4474822936598,42.4260277401224,-59.9595192737837,120.921062290699,4.2e-05,3.9e-05,4.6e-05,3.6e-05,3.4e-05,2.9e-05,4.8e-05,2.9e-05,0.999669,2.7e-05,6228.53,6953.01,5877.82,7238.61,8377.07,9267.67,5264.29,9693.21,6724.96,9824.55,1,1.001,1,1,1,1,1.001,1.001,1.001,1
"SOR400",3,"SOR400_3","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-58.186288647927,-34.383736467357,82.2670972811413,18.9225494937732,16.0810389327519,0.007262,0.019937,0.013143,0.0724,0.027649,0.000379,0.525426,0.000165,0.333416,0.000224,211,229.08,50.48,159.96,2,792.64,3698.86,1067.5,3110.32,1423.99,1.013,1.218,1.325,5.659,9.797,1.012,1.04,1.01,1.024,1.003
"SOR400",4,"SOR400_4","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-56.0140651128142,-33.9612532304249,40.812810834206,-55.6067836900923,114.881003455446,3e-05,3.5e-05,3.1e-05,2.7e-05,2.8e-05,2.8e-05,4e-05,3e-05,0.999723,2.7e-05,8680.2,7104.04,8036.5,9305.8,9027.69,8421.11,6551.93,8450.29,7779.69,9790.84,1,1,1,1,1,1.001,1,1,1,1
"SOR400",7,"SOR400_7","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-43.49991250768,-32.9671985601572,33.5401658120194,-60.8084438699371,46.6744863449818,0.000723,0.115648,0.31304,0.068238,0.027252,0.000125,0.096607,0.000159,0.378054,0.000153,500.79,648.06,864.02,72.42,2.05,2161.74,1477.77,1962.68,5185.34,1976.6,1.003,1.129,1.128,4.535,7.201,1.001,1.072,1,1.01,1.002
"SOR400",8,"SOR400_8","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-56.7807628718786,-32.2668962703511,40.2658005455189,-56.1408395751418,115.57087503583,4.9e-05,3.4e-05,3.8e-05,3.1e-05,3.3e-05,3.1e-05,4.5e-05,3.4e-05,0.999677,2.7e-05,5062.95,7425.41,7454.22,7546.13,7464.43,8466.6,5994.25,6793.27,6601.98,9739.81,1,1,1.001,1,1,1,1,1,1.001,1.001
"SOR400",9,"SOR400_9","SOR",400,"LS","R",10.42719299,-84.00286001,94.25,2.355,0.285,8.25,-56.6243545370171,-34.2028283408019,42.1704377559092,-58.3641870957842,120.652142957182,4.6e-05,8.4e-05,4.9e-05,3.9e-05,4.1e-05,5.2e-05,5.9e-05,5.2e-05,0.99954,3.7e-05,5784.94,3269.75,5406.19,7349.57,5915.6,4761.91,5007.64,5451.14,4493,7103.61,1,1,1,1,1.001,1,1,1,1,1
"SOR450",10,"SOR450_10","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.0128415002208,-59.3919411666184,134.885525792215,74.073284855596,-34.3301091227181,2.1e-05,2.2e-05,2.4e-05,2e-05,2.1e-05,1.9e-05,0.999806,2.3e-05,2.6e-05,1.9e-05,12074.64,11340.16,10957.92,13219.29,11877.2,13395.19,11683.36,10649.17,10378.57,12728.59,1,1,1,1,1,1,1.001,1,1,1
"SOR450",1,"SOR450_1","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.0398411161046,-58.4084505860192,133.972699962774,73.8493408033315,-35.3489321624285,2.3e-05,2.3e-05,2.4e-05,2.2e-05,2.2e-05,2.1e-05,0.999796,2.3e-05,2.6e-05,2.1e-05,11638.18,11740.55,10771.32,11013.84,11083.21,12360.15,11256.84,11024.63,9906.36,11829.3,1,1,1,1,1.001,1,1,1,1,1
"SOR450",2,"SOR450_2","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-68.0035968415659,-57.1080475291904,129.334617019731,71.2118172193301,-34.0345066361134,3.7e-05,4.2e-05,4.5e-05,3.8e-05,4.1e-05,4e-05,0.99964,3.9e-05,4.5e-05,3.3e-05,6950.39,5576.44,5448.08,7894.39,6764.93,6145.71,6188.33,6576.33,4989.41,7997.6,1,1,1,1,1,1,1,1,1,1
"SOR450",3,"SOR450_3","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-15.7727884902785,-19.5360383101151,5.50364006134669,-28.6641047149332,-14.082357229003,0.039984,0.065559,0.192003,0.400922,0.185212,0.000149,0.067254,0.000227,0.048199,0.000491,1275.05,1313.48,710.45,2.4,2.03,2293.44,1114.01,916.31,884.36,671.18,1.068,1.009,1.113,20.686,30.607,1.002,1.092,1.001,1.025,1.007
"SOR450",4,"SOR450_4","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.9061325608576,-58.9335767446996,135.412377421452,74.3279211054379,-35.3497385683959,2e-05,2.2e-05,2.3e-05,2.1e-05,2e-05,2e-05,0.999809,2e-05,2.6e-05,1.8e-05,10752.16,11401.43,11032.39,11291.57,11480.05,12497.53,11178.45,11723.44,10662.74,13819.61,1,1,1,1,1,1,1,1,1,1
"SOR450",5,"SOR450_5","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-68.1800143271305,-56.7861660443459,130.302659780532,71.6503482953878,-35.742414255259,4.9e-05,3.3e-05,6.5e-05,4.9e-05,4.7e-05,3.4e-05,0.999601,3.8e-05,5.3e-05,3.1e-05,5213.58,8162.71,4461.75,5959.1,6426.64,8245.71,5316.78,7613.31,5496.31,8605.51,1,1,1,1.002,1.004,1,1,1,1,1
"SOR450",6,"SOR450_6","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-69.5482929317731,-59.6845729597015,136.144049432818,74.3329374999513,-35.0362425046984,2.1e-05,2.2e-05,2.4e-05,2e-05,2.1e-05,1.9e-05,0.999807,2.2e-05,2.6e-05,1.9e-05,12163.05,11823.94,9913.14,12691.05,11865.47,12824.41,11172.27,11049.07,9797.74,12740.62,1,1,1,1,1,1,1.001,1,1.001,1
"SOR450",7,"SOR450_7","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-68.9809640335068,-58.931905717151,134.603231796057,73.5051201626301,-34.7732440254036,2.4e-05,2.4e-05,2.4e-05,2.1e-05,2.3e-05,2.2e-05,0.999788,2.4e-05,3e-05,2e-05,10662.62,10694.37,10464.67,12056.07,11447.51,12114.54,10875.52,10449.32,8632.21,12533.97,1,1,1,1,1,1,1.001,1,1,1
"SOR450",8,"SOR450_8","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-41.6967568808647,-11.1955594923775,45.9342121903228,22.7936178370253,5.76794054881649,0.097542,0.068068,0.018524,0.185575,0.085864,0.000137,0.325499,0.054612,0.158208,0.00597,2497.48,1571.55,130.23,2.78,2.58,2176.25,6569.56,2460.9,4360.56,184.51,1.022,1.002,1.005,6.426,8.171,1,1.005,1.002,1.001,1.007
"SOR450",9,"SOR450_9","SOR",450,"LS","R",10.42740103,-84.00247503,95.25,3.165,0.325,9.75,-16.5498925272427,-18.2589106846252,4.89954657409701,-30.6642809936548,-15.3548499525564,0.046611,0.052821,0.202901,0.406842,0.183741,0.000106,0.058164,0.000178,0.048151,0.000485,1532.69,953.99,856.69,2.13,2.02,2566.74,1353.17,1853.87,788.93,818.22,1.036,1.008,1.108,21.242,31.683,1,1.096,1.003,1.027,1.004
"SOR700",10,"SOR700_10","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-16.5658057802384,-15.2188241240221,0.510067960717482,-30.8536526984461,6.59976385000302,6.2e-05,0.999375,8e-05,6.7e-05,7.3e-05,6.2e-05,7.5e-05,6.8e-05,8.7e-05,5.1e-05,4644.69,3609.89,3445.17,4061.14,3695.35,4594.62,3728.94,3775.9,3485.06,5425.59,1.001,1,1.001,1.001,1.002,1,1,1,1,1
"SOR700",1,"SOR700_1","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-28.7261577063133,-14.0343092994747,-12.1223499900771,-23.4210466023968,10.4978230818889,0.072328,0.079645,0.159095,0.334695,0.163872,0.000217,0.002493,0.049658,0.137885,0.000111,2176.47,719.73,2316.4,2.04,2.02,1370.9,294.95,1440.07,3604.74,2698.53,1.014,1.078,1.03,11.866,14.536,1.001,1.009,1.008,1,1
"SOR700",2,"SOR700_2","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-20.230922962152,-42.1043366374152,26.1943891237975,-97.4295495590556,-2.72718963118472,3e-05,4.4e-05,0.999649,3.2e-05,3.4e-05,3.9e-05,5.1e-05,3.1e-05,5.4e-05,3.6e-05,8868.05,5947.84,5524.94,8055.07,7929.44,6590.55,5220.16,8701.31,4571.2,6689.86,1,1,1.001,1.001,1,1,1.001,1,1,1
"SOR700",3,"SOR700_3","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-15.2222755934912,-14.2891830370283,1.33091199242584,-29.0788088311648,7.76201339538455,6.4e-05,0.999381,5.9e-05,6.9e-05,6.4e-05,5.7e-05,7.8e-05,7.8e-05,7.9e-05,7e-05,3823.19,3867.75,5079.64,3600.17,4270.91,5145.65,3553.63,3683.71,3359.19,3529.94,1,1,1,1.001,1,1,1,1,1,1
"SOR700",4,"SOR700_4","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-15.5825518652992,-34.3927939258966,26.5411234412144,-80.4326408737901,-0.418993094059396,0.000205,0.000535,0.865079,0.00046,0.000364,0.000869,0.06122,0.000384,0.060927,0.009958,1769,428.84,121.75,498.88,581.51,419.05,1168.33,956.5,1158.74,59.22,1.004,1.006,1.083,1.008,1.004,1.008,1.004,1,1.019,1.084
"SOR700",5,"SOR700_5","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-20.0272387530466,-39.430767758463,23.9006626742132,-94.3645614631074,-5.26436665775451,3e-05,3.7e-05,0.999679,3.3e-05,3.2e-05,3.5e-05,4.6e-05,3e-05,4.3e-05,3.5e-05,8464.75,7218.58,7212.69,8524.21,8315.64,7256.09,5689.89,9713.81,6358.59,7040.74,1,1,1.001,1,1,1,1,1,1,1.001
"SOR700",6,"SOR700_6","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-16.5799684755694,-35.0878804376287,27.2609235513985,-78.113913397142,0.406962517499386,0.000239,0.000515,0.858363,0.000401,0.000266,0.000329,0.072157,0.000572,0.061836,0.005323,1285.01,658.46,135.47,963.38,1446.78,1008.11,1821.03,613.12,1527.57,56.62,1.002,1.001,1.068,1.012,1.005,1.001,1.002,1.003,1.019,1.062
"SOR700",7,"SOR700_7","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-18.9304353076695,-37.4896392983981,19.3226957102585,-81.4343777824009,-4.52965654975847,5e-05,6.5e-05,0.999405,6e-05,6.5e-05,6e-05,8.8e-05,6e-05,8.8e-05,6e-05,5744.42,4359.56,4023.58,4416.91,3849.57,5047.33,2930.28,4496.76,3307.73,4746.74,1,1.001,1.001,1,1.001,1.001,1,1,1.001,1
"SOR700",8,"SOR700_8","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-17.037164558654,-14.38388422821,2.94693476123219,-32.4405518398262,9.63563861698537,3.9e-05,0.999662,3.6e-05,3.3e-05,3.3e-05,3.3e-05,3.9e-05,3.5e-05,5.7e-05,3.3e-05,6177.41,6304.65,7124.03,8684.15,8196.1,7210.6,6931.99,8085.83,5067.28,8303.13,1,1.001,1,1,1.001,1,1,1,1,1
"SOR700",9,"SOR700_9","SOR",700,"LS","B",10.426103,-84.001049,85.75,3.12,0.33,9.5,-21.021842980499,-39.5021468225659,25.1049310407464,-97.2092090088825,-5.20411098635048,3.8e-05,3.9e-05,0.999646,3.4e-05,3.6e-05,3.6e-05,5.2e-05,3.1e-05,5.1e-05,3.7e-05,7337.43,6750.13,6242.78,8290.2,7726.36,6921.39,5742.03,7797.53,5547.48,7505.04,1,1,1,1,1,1.001,1.001,1,1,1
"STR1050",1,"STR1050_1","STR",1050,"LS","L",10.43785997,-84.01250398,70,2.47,0.295,8.3,27.6274704954541,-12.7549328848639,-24.0900282997417,13.0273321870427,1.04646605543751,0.000247,0.000175,0.00406,0.483364,0.223718,0.042349,0.000238,0.130633,0.000554,0.114663,1214.27,1689.81,5.22,2.05,2.01,5.89,1016.17,578.42,673.5,394.44,1.004,1.001,1.396,23.464,27.975,1.65,1.001,1.109,1.009,1.182
"STR1050",2,"STR1050_2","STR",1050,"LS","L",10.43785997,-84.01250398,70,2.47,0.295,8.3,19.344195677893,-7.56663641513981,-18.2038560981935,19.4355101734969,-8.75969502573475,0.002634,0.083953,0.000667,0.438995,0.243115,0.004699,0.01212,0.121418,0.000188,0.092211,317.08,978.68,383.51,2.02,2.03,68.01,104.85,2069.85,1645.32,923.63,1.013,1.015,1.026,12.814,15.393,1.238,1.032,1.008,1,1.128
"STR1050",3,"STR1050_3","STR",1050,"LS","L",10.43785997,-84.01250398,70,2.47,0.295,8.3,15.309723582473,-3.27382925255775,-21.868676766794,18.0212249567063,-10.4934605753943,0.012062,0.03513,0.000173,0.45944,0.24559,0.06148,0.011201,0.091599,0.006502,0.076824,154.2,309.73,1549.67,2.17,2.15,165.18,132.04,1151.13,132.21,2662.96,1.037,1.032,1.004,11.678,14.299,1.088,1.025,1.032,1.013,1.011
"STR1150",1,"STR1150_1","STR",1150,"LS","L",10.438239,-84.01326799,90.25,2.21,0.27,8.2,9.30803830239652,2.14475401595782,-7.59955808195075,3.05719898853978,-25.1798964245058,0.066677,0.004964,0.046398,0.454073,0.227772,0.047525,0.049918,0.010543,0.000488,0.091643,1724.23,102.71,1169,2.04,2.05,401.88,1038.9,128.68,876.17,2782.76,1.031,1.04,1.003,12.272,15.404,1.088,1.017,1.059,1.002,1.003
"STR1150",2,"STR1150_2","STR",1150,"LS","L",10.438239,-84.01326799,90.25,2.21,0.27,8.2,2.06540609869813,-7.73086609771612,-24.4230080864449,-6.17176787694756,-11.4311880160346,0.043038,0.005545,0.102015,0.43259,0.213736,0.12692,0.000517,0.051223,0.005235,0.019182,1393.57,78.69,1559.2,2.04,2.03,1610.83,653.09,870.05,63.22,399.32,1.011,1.056,1.017,12.574,15.595,1.022,1.004,1.039,1.031,1.005
"STR1200",1,"STR1200_1","STR",1200,"LS","B",10.43848501,-84.01369203,94,1.885,0.24,7.85,24.6276810326095,1.5974611146747,-15.5264414090259,14.5043878480465,-6.45874772975066,0.028633,0.000607,0.001285,0.426105,0.193989,0.118262,0.003208,0.092362,0.001709,0.133841,525.49,635.31,173.02,2.13,2.08,19.63,239.06,1541.12,276.51,3239.7,1.061,1.001,1.03,12.455,16.53,1.215,1.028,1.023,1.011,1.005
"STR1200",2,"STR1200_2","STR",1200,"LS","B",10.43848501,-84.01369203,94,1.885,0.24,7.85,27.0753485076116,-10.8000199441682,-23.2035486875158,12.7457117813409,-1.80747546350589,0.000894,0.020922,0.028612,0.41326,0.180821,0.141859,0.000348,0.114184,0.000249,0.098851,371.5,156.21,39.97,2.14,2,6.09,937.5,2748.68,1331.77,1165.37,1.018,1.08,1.348,19.724,29.667,1.61,1.002,1.002,1.003,1.119
"STR1200",3,"STR1200_3","STR",1200,"LS","B",10.43848501,-84.01369203,94,1.885,0.24,7.85,17.0935123171182,-10.7207910505632,-35.8058112879103,14.9544205746565,-4.41478590599574,0.000428,0.004874,0.00123,0.483961,0.200833,0.153256,0.000157,0.118673,0.000149,0.03644,743.97,17.35,169.42,2.05,2,3.38,2154.6,94.81,1857.04,953.69,1.005,1.216,1.132,25.068,40.475,2.306,1.007,1.207,1,1.038
"STR1350",1,"STR1350_1","STR",1350,"LS","R",10.43843304,-84.01507001,94.75,2.116666667,0.26,8.1,16.184955332249,3.93428576690454,-20.3064125103028,12.1360095843016,-13.8395665744033,0.054573,0.000579,0.000295,0.513164,0.195994,0.087776,0.00076,0.048892,0.000563,0.097404,67.25,750.75,1089.73,2.02,2.02,9.32,292.42,723.33,717.49,2838.2,1.264,1.008,1.007,21.282,26.337,1.454,1.031,1.016,1,1.007
"STR1350",2,"STR1350_2","STR",1350,"LS","R",10.43843304,-84.01507001,94.75,2.116666667,0.26,8.1,2.09826017925023,-12.2743660553055,-10.2183311099687,-2.34028790455285,-10.5584486422866,0.037829,0.062737,0.070528,0.419058,0.169491,0.094329,0.045366,0.034347,0.020691,0.045624,485.05,612.07,84.28,2.04,2,8.76,329.61,642.94,188.51,1304.37,1.185,1.068,1.23,19.191,28.286,1.322,1.121,1.036,1.025,1.025
"STR1350",3,"STR1350_3","STR",1350,"LS","R",10.43843304,-84.01507001,94.75,2.116666667,0.26,8.1,21.2225902321303,-6.41098695295358,-24.4010472061495,25.6353347322339,14.4032618313689,0.017487,0.006093,0.000348,0.424367,0.167339,0.112021,0.003234,0.172428,0.001177,0.095506,452.77,29.78,963.65,2.02,1.99,5.01,55.67,806.19,343.32,1101.35,1.07,1.337,1.004,21.909,34.941,1.771,1.185,1.056,1.045,1.031
"STR1450",1,"STR1450_1","STR",1450,"LS","R",10.43822299,-84.01599797,93.75,1.705,0.21,8.15,-4.99802436754438,-7.79759001300735,-15.6171704295638,-3.55002098377278,-5.11362451961409,0.051837,0.023583,0.094762,0.428624,0.21525,0.00102,0.022134,0.082905,0.045683,0.034203,1520.19,124.49,1119.3,2.09,2.03,412,317.68,1511.89,870.59,1469.56,1.043,1.036,1.1,11.761,14.986,1.006,1.041,1.035,1.015,1.003
"STR1450",2,"STR1450_2","STR",1450,"LS","R",10.43822299,-84.01599797,93.75,1.705,0.21,8.15,-20.4933123087358,-17.3253378694576,12.9539155728422,-26.6099309917995,-9.0624070946384,0.034422,0.072603,0.205087,0.30418,0.15081,0.003475,0.110375,0.000157,0.114509,0.004383,851.98,899.75,2043.97,2.51,2.48,205.72,2788.85,2036.84,1737.12,90.56,1.027,1.028,1.035,8.187,9.969,1.014,1.002,1.002,1.015,1.017
"STR1450",3,"STR1450_3","STR",1450,"LS","R",10.43822299,-84.01599797,93.75,1.705,0.21,8.15,4.24065223791699,-5.74751473427824,-35.4274134890497,20.9050427268303,-0.0727611403910626,0.05116,0.000253,0.000166,0.485877,0.199076,0.145733,0.000495,0.108197,0.005529,0.003515,1350.64,1215.39,1480.05,2.02,1.99,4.8,283.8,467.37,4.84,203.7,1.04,1.001,1.001,28.495,42.287,1.755,1.045,1.073,1.513,1.006
"STR1700",1,"STR1700_1","STR",1700,"LS","L",10.43774304,-84.01807903,57,1.76,0.21,8.4,-9.89772019613807,-9.07404529946925,-25.4205816936266,18.2174822036788,2.43385313273388,0.046307,0.00027,0.001692,0.550897,0.219302,0.000765,0.009234,0.12176,0.049472,3e-04,845.22,1296.76,266.96,2.01,2,577.58,18.98,26.24,1057.36,1319.66,1.089,1.001,1.001,20.021,24.341,1.009,1.863,1.194,1.022,1.005
"STR1700",2,"STR1700_2","STR",1700,"LS","L",10.43774304,-84.01807903,57,1.76,0.21,8.4,-9.09654739299043,-9.54189349490831,-24.2404641145938,17.9833746838211,4.58638249631267,0.045896,0.000415,0.001062,0.538168,0.220285,0.001169,0.010135,0.123839,0.058626,0.000403,1118.48,1048.42,353.5,2.01,2,254.42,39.41,153.73,987.85,809.94,1.072,1.005,1.012,19.953,23.8,1.018,1.532,1.107,1.023,1.006
"STR2050",1,"STR2050_1","STR",2050,"LS","R",10.43569199,-84.02032798,90.5,2.34,0.27,8.7,9.58682341589789,-11.4306088930716,-55.6292823469251,112.67645123421,96.4166097212431,2.6e-05,2.5e-05,2.5e-05,2.6e-05,2.6e-05,2.7e-05,2.9e-05,0.999762,2.7e-05,2.8e-05,10450.02,9709.51,9987.83,10101.7,9555.9,9526.92,8641.78,9097.33,9299.75,9071.38,1,1,1,1,1,1,1,1,1,1
"STR2050",2,"STR2050_2","STR",2050,"LS","R",10.43569199,-84.02032798,90.5,2.34,0.27,8.7,0.749574731704461,-5.64880409788368,-5.87113842878374,5.40032161120865,9.57629138720816,0.056506,0.044499,0.063836,0.314999,0.144931,0.098256,0.04677,0.101662,0.063284,0.065257,1844.5,783.16,1092.25,2.09,2.02,348.47,1372.9,1561.84,1484.74,2187.03,1.026,1.003,1.056,12.392,15.346,1.185,1.016,1.036,1.013,1.007
"STR2050",3,"STR2050_3","STR",2050,"LS","R",10.43569199,-84.02032798,90.5,2.34,0.27,8.7,9.8131030357845,-12.33479730638,-55.6144476300426,114.169827918882,98.0061092679012,2.6e-05,3e-05,2.7e-05,2.7e-05,2.7e-05,2.8e-05,2.9e-05,0.999749,2.8e-05,3e-05,10792.79,8865.32,9340.97,9556.73,9442.85,9081.12,8871.68,8835.16,9653.31,9031.56,1,1,1,1,1.001,1,1,1,1,1
"STR2050",4,"STR2050_4","STR",2050,"LS","R",10.43569199,-84.02032798,90.5,2.34,0.27,8.7,9.3947496849302,-11.927106980464,-57.3301275758713,114.900079929595,98.6957647031768,2.7e-05,3.2e-05,2.8e-05,2.8e-05,3.3e-05,3.2e-05,3.1e-05,0.999729,3e-05,3e-05,9301.16,8200.61,8153.91,8909.27,8069.79,8160.58,7344.96,7761.2,8480.77,8023.09,1,1.001,1,1,1,1,1,1.001,1,1
