param,effectiveSampleSize,potentialScaleReductionFactor
q_ind_72_pop_4,7371.21,1.000
q_ind_73_pop_4,6007.82,1.001
q_ind_74_pop_4,11745.19,1.000
q_ind_75_pop_4,9438.21,1.000
q_ind_76_pop_4,6924.24,1.001
q_ind_77_pop_4,2816.73,1.001
q_ind_78_pop_4,10624.83,1.000
q_ind_79_pop_4,4093.06,1.002
q_ind_80_pop_4,11287.46,1.000
q_ind_81_pop_4,9940.54,1.000
q_ind_82_pop_4,274.18,1.005
q_ind_83_pop_4,2629.93,1.001
q_ind_84_pop_4,3371.42,1.000
q_ind_85_pop_4,3013.35,1.000
q_ind_86_pop_4,6087.89,1.000
q_ind_87_pop_4,4795.79,1.000
q_ind_88_pop_4,298.79,1.002
q_ind_89_pop_4,6936.08,1.000
q_ind_90_pop_4,332.24,1.002
q_ind_91_pop_4,3944.28,1.001
q_ind_92_pop_4,7000.06,1.000
q_ind_93_pop_4,6535.38,1.000
q_ind_94_pop_4,209.37,1.006
q_ind_95_pop_4,536.35,1.003
q_ind_96_pop_4,1820.42,1.002
q_ind_97_pop_4,1093.67,1.000
q_ind_98_pop_4,2023.36,1.002
q_ind_99_pop_4,326.01,1.004
q_ind_100_pop_4,343.17,1.013
q_ind_101_pop_4,716.57,1.001
q_ind_102_pop_4,1411.10,1.002
q_ind_103_pop_4,1246.85,1.001
q_ind_104_pop_4,1046.53,1.001
q_ind_105_pop_4,1906.70,1.002
q_ind_106_pop_4,3342.42,1.000
q_ind_107_pop_4,2159.68,1.000
q_ind_108_pop_4,429.11,1.005
q_ind_109_pop_4,396.59,1.001
q_ind_110_pop_4,10477.96,1.000
q_ind_111_pop_4,1738.40,1.000
q_ind_112_pop_4,9808.04,1.000
q_ind_113_pop_4,8810.81,1.000
q_ind_114_pop_4,8732.86,1.000
q_ind_115_pop_4,1811.61,1.000
q_ind_116_pop_4,6493.29,1.000
q_ind_117_pop_4,976.96,1.007
q_ind_118_pop_4,2452.46,1.000
q_ind_119_pop_4,840.00,1.003
q_ind_120_pop_4,742.17,1.003
q_ind_121_pop_4,1642.70,1.003
q_ind_122_pop_4,1147.87,1.001
q_ind_123_pop_4,2066.48,1.001
q_ind_124_pop_4,1447.98,1.002
q_ind_125_pop_4,253.21,1.013
q_ind_126_pop_4,4764.07,1.000
q_ind_127_pop_4,1893.67,1.001
q_ind_128_pop_4,4359.72,1.000
q_ind_129_pop_4,135.11,1.027
q_ind_130_pop_4,904.01,1.001
q_ind_131_pop_4,1422.82,1.001
q_ind_132_pop_4,2447.42,1.001
q_ind_133_pop_4,1815.37,1.000
q_ind_134_pop_4,3517.81,1.000
q_ind_135_pop_4,1829.65,1.001
q_ind_136_pop_4,3630.09,1.000
q_ind_137_pop_4,2024.09,1.001
q_ind_138_pop_4,2231.68,1.000
q_ind_139_pop_4,2257.46,1.000
q_ind_140_pop_4,1144.76,1.002
q_ind_141_pop_4,1190.47,1.001
q_ind_142_pop_4,2374.68,1.000
q_ind_143_pop_4,3062.41,1.000
q_ind_144_pop_4,1517.54,1.002
q_ind_145_pop_4,2922.32,1.000
q_ind_146_pop_4,1614.87,1.000
q_ind_147_pop_4,780.01,1.001
q_ind_148_pop_4,1404.91,1.002
q_ind_0_pop_5,476.01,1.002
q_ind_1_pop_5,9361.67,1.000
q_ind_2_pop_5,9258.70,1.000
q_ind_3_pop_5,12552.48,1.000
q_ind_4_pop_5,10998.20,1.000
q_ind_5_pop_5,836.77,1.001
q_ind_6_pop_5,7819.14,1.000
q_ind_7_pop_5,9796.90,1.000
q_ind_8_pop_5,8679.53,1.000
q_ind_9_pop_5,8304.39,1.000
q_ind_10_pop_5,11721.79,1.000
q_ind_11_pop_5,5013.19,1.000
q_ind_12_pop_5,4381.01,1.001
q_ind_13_pop_5,6622.09,1.001
q_ind_14_pop_5,36.54,1.040
q_ind_15_pop_5,1039.69,1.004
q_ind_16_pop_5,402.05,1.001
q_ind_17_pop_5,509.37,1.001
q_ind_18_pop_5,222.79,1.020
q_ind_19_pop_5,412.00,1.004
q_ind_20_pop_5,1812.67,1.003
q_ind_21_pop_5,403.17,1.006
q_ind_22_pop_5,1651.94,1.003
q_ind_23_pop_5,307.57,1.004
q_ind_24_pop_5,1947.64,1.002
q_ind_25_pop_5,1047.28,1.001
q_ind_26_pop_5,931.04,1.001
q_ind_27_pop_5,1452.65,1.002
q_ind_28_pop_5,1075.98,1.001
q_ind_29_pop_5,759.82,1.000
q_ind_30_pop_5,837.13,1.001
q_ind_31_pop_5,1018.72,1.001
q_ind_32_pop_5,1125.95,1.000
q_ind_33_pop_5,737.01,1.002
q_ind_34_pop_5,934.05,1.002
q_ind_35_pop_5,40.63,1.003
q_ind_36_pop_5,1606.41,1.003
q_ind_37_pop_5,632.63,1.002
q_ind_38_pop_5,552.33,1.001
q_ind_39_pop_5,782.30,1.001
q_ind_40_pop_5,6990.37,1.001
q_ind_41_pop_5,3896.22,1.000
q_ind_42_pop_5,6009.95,1.000
q_ind_43_pop_5,1154.96,1.002
q_ind_44_pop_5,326.11,1.008
q_ind_45_pop_5,972.12,1.001
q_ind_46_pop_5,1163.40,1.001
q_ind_47_pop_5,933.49,1.003
q_ind_48_pop_5,836.12,1.004
q_ind_49_pop_5,1558.18,1.000
q_ind_50_pop_5,1460.38,1.003
q_ind_51_pop_5,2668.90,1.001
q_ind_52_pop_5,2531.82,1.002
q_ind_53_pop_5,325.09,1.008
q_ind_54_pop_5,802.21,1.002
q_ind_55_pop_5,1400.63,1.001
q_ind_56_pop_5,10398.52,1.000
q_ind_57_pop_5,6416.58,1.000
q_ind_58_pop_5,12457.34,1.000
q_ind_59_pop_5,175.98,1.008
q_ind_60_pop_5,9739.51,1.000
q_ind_61_pop_5,4424.47,1.000
q_ind_62_pop_5,11324.27,1.000
q_ind_63_pop_5,291.24,1.002
q_ind_64_pop_5,6362.59,1.000
q_ind_65_pop_5,214.29,1.008
q_ind_66_pop_5,10350.84,1.000
q_ind_67_pop_5,1269.67,1.001
q_ind_68_pop_5,7347.35,1.000
q_ind_69_pop_5,3624.10,1.002
q_ind_70_pop_5,9351.02,1.000
q_ind_71_pop_5,1171.60,1.001
q_ind_72_pop_5,9100.62,1.000
q_ind_73_pop_5,7095.91,1.000
q_ind_74_pop_5,12356.60,1.000
q_ind_75_pop_5,12435.51,1.000
q_ind_76_pop_5,7506.18,1.000
q_ind_77_pop_5,573.40,1.003
q_ind_78_pop_5,12370.99,1.000
q_ind_79_pop_5,5089.07,1.001
q_ind_80_pop_5,12015.26,1.000
q_ind_81_pop_5,12114.98,1.000
q_ind_82_pop_5,719.41,1.003
q_ind_83_pop_5,558.37,1.004
q_ind_84_pop_5,4061.89,1.001
q_ind_85_pop_5,1195.28,1.003
q_ind_86_pop_5,8044.05,1.000
q_ind_87_pop_5,4875.16,1.001
q_ind_88_pop_5,1275.18,1.006
q_ind_89_pop_5,8768.94,1.000
q_ind_90_pop_5,1799.53,1.000
q_ind_91_pop_5,4288.06,1.000
q_ind_92_pop_5,7543.72,1.000
q_ind_93_pop_5,7506.67,1.000
q_ind_94_pop_5,167.67,1.002
q_ind_95_pop_5,1691.20,1.001
q_ind_96_pop_5,1601.99,1.003
q_ind_97_pop_5,1255.64,1.002
q_ind_98_pop_5,1367.61,1.001
q_ind_99_pop_5,938.41,1.001
q_ind_100_pop_5,373.18,1.004
q_ind_101_pop_5,2045.74,1.000
q_ind_102_pop_5,175.83,1.004
q_ind_103_pop_5,327.71,1.014
q_ind_104_pop_5,1676.86,1.002
q_ind_105_pop_5,1481.39,1.003
q_ind_106_pop_5,1520.00,1.004
q_ind_107_pop_5,1791.48,1.002
q_ind_108_pop_5,36.26,1.043
q_ind_109_pop_5,63.23,1.016
q_ind_110_pop_5,9499.90,1.000
q_ind_111_pop_5,74.11,1.026
q_ind_112_pop_5,9230.77,1.000
q_ind_113_pop_5,8233.35,1.000
q_ind_114_pop_5,7598.83,1.000
q_ind_115_pop_5,218.01,1.003
q_ind_116_pop_5,4829.88,1.000
q_ind_117_pop_5,1563.48,1.001
q_ind_118_pop_5,1935.41,1.001
q_ind_119_pop_5,2436.68,1.001
q_ind_120_pop_5,1235.64,1.004
q_ind_121_pop_5,1686.12,1.003
q_ind_122_pop_5,1192.74,1.004
q_ind_123_pop_5,1135.17,1.003
q_ind_124_pop_5,1339.67,1.000
q_ind_125_pop_5,2585.73,1.002
q_ind_126_pop_5,2415.99,1.000
q_ind_127_pop_5,784.78,1.006
q_ind_128_pop_5,1907.53,1.001
q_ind_129_pop_5,1718.63,1.003
q_ind_130_pop_5,1210.78,1.001
q_ind_131_pop_5,2712.85,1.000
q_ind_132_pop_5,162.90,1.016
q_ind_133_pop_5,2319.94,1.002
q_ind_134_pop_5,258.75,1.012
q_ind_135_pop_5,694.69,1.003
q_ind_136_pop_5,343.76,1.006
q_ind_137_pop_5,1873.35,1.003
q_ind_138_pop_5,1330.37,1.003
q_ind_139_pop_5,825.70,1.008
q_ind_140_pop_5,605.04,1.000
q_ind_141_pop_5,705.16,1.008
q_ind_142_pop_5,1475.73,1.001
q_ind_143_pop_5,885.96,1.003
q_ind_144_pop_5,1107.76,1.001
q_ind_145_pop_5,985.15,1.002
q_ind_146_pop_5,958.51,1.002
q_ind_147_pop_5,740.62,1.001
q_ind_148_pop_5,775.34,1.002
q_ind_0_pop_6,951.44,1.001
q_ind_1_pop_6,10413.98,1.000
q_ind_2_pop_6,9565.20,1.000
q_ind_3_pop_6,12983.88,1.000
q_ind_4_pop_6,12312.94,1.000
q_ind_5_pop_6,175.30,1.009
q_ind_6_pop_6,12117.58,1.001
q_ind_7_pop_6,11786.91,1.000
q_ind_8_pop_6,11438.94,1.000
q_ind_9_pop_6,8488.24,1.000
q_ind_10_pop_6,10702.56,1.000
q_ind_11_pop_6,5786.53,1.001
q_ind_12_pop_6,4518.52,1.000
q_ind_13_pop_6,4718.54,1.000
q_ind_14_pop_6,2254.94,1.000
q_ind_15_pop_6,395.53,1.003
q_ind_16_pop_6,1249.55,1.002
q_ind_17_pop_6,506.32,1.004
q_ind_18_pop_6,160.87,1.012
q_ind_19_pop_6,218.38,1.001
q_ind_20_pop_6,653.75,1.001
q_ind_21_pop_6,213.81,1.014
q_ind_22_pop_6,2265.87,1.001
q_ind_23_pop_6,1192.05,1.001
q_ind_24_pop_6,1864.70,1.002
q_ind_25_pop_6,528.47,1.008
q_ind_26_pop_6,445.23,1.011
q_ind_27_pop_6,1355.81,1.001
q_ind_28_pop_6,1056.52,1.007
q_ind_29_pop_6,175.39,1.014
q_ind_30_pop_6,130.74,1.001
q_ind_31_pop_6,166.83,1.008
q_ind_32_pop_6,1142.19,1.001
q_ind_33_pop_6,164.35,1.012
q_ind_34_pop_6,905.31,1.003
q_ind_35_pop_6,434.64,1.007
q_ind_36_pop_6,795.00,1.001
q_ind_37_pop_6,383.29,1.002
q_ind_38_pop_6,1782.15,1.002
q_ind_39_pop_6,435.63,1.014
q_ind_40_pop_6,7564.77,1.000
q_ind_41_pop_6,5088.52,1.000
q_ind_42_pop_6,5187.63,1.000
q_ind_43_pop_6,380.41,1.004
q_ind_44_pop_6,887.24,1.003
q_ind_45_pop_6,107.89,1.011
q_ind_46_pop_6,570.52,1.006
q_ind_47_pop_6,2509.37,1.000
q_ind_48_pop_6,740.11,1.005
q_ind_49_pop_6,510.86,1.005
q_ind_50_pop_6,713.62,1.001
q_ind_51_pop_6,434.37,1.003
q_ind_52_pop_6,3139.22,1.000
q_ind_53_pop_6,209.47,1.008
q_ind_54_pop_6,466.59,1.002
q_ind_55_pop_6,1416.77,1.003
q_ind_56_pop_6,8195.17,1.000
q_ind_57_pop_6,6170.13,1.000
q_ind_58_pop_6,13075.57,1.000
q_ind_59_pop_6,290.54,1.007
q_ind_60_pop_6,7651.66,1.000
q_ind_61_pop_6,3689.65,1.000
q_ind_62_pop_6,11153.86,1.000
q_ind_63_pop_6,3706.64,1.000
q_ind_64_pop_6,5042.14,1.000
q_ind_65_pop_6,1011.80,1.000
q_ind_66_pop_6,7177.55,1.000
q_ind_67_pop_6,6165.24,1.001
q_ind_68_pop_6,7141.67,1.000
q_ind_69_pop_6,4456.77,1.000
q_ind_70_pop_6,8750.72,1.000
q_ind_71_pop_6,5852.09,1.000
q_ind_72_pop_6,6343.02,1.000
q_ind_73_pop_6,3994.18,1.001
q_ind_74_pop_6,9668.02,1.000
q_ind_75_pop_6,9074.16,1.000
q_ind_76_pop_6,5757.23,1.000
q_ind_77_pop_6,1315.40,1.000
q_ind_78_pop_6,8229.51,1.000
q_ind_79_pop_6,5091.55,1.000
q_ind_80_pop_6,10476.27,1.000
q_ind_81_pop_6,9210.57,1.000
q_ind_82_pop_6,4172.20,1.001
q_ind_83_pop_6,1404.03,1.002
q_ind_84_pop_6,3289.14,1.001
q_ind_85_pop_6,3329.39,1.000
q_ind_86_pop_6,4452.89,1.000
q_ind_87_pop_6,3395.36,1.001
q_ind_88_pop_6,1788.31,1.001
q_ind_89_pop_6,6609.56,1.000
q_ind_90_pop_6,2065.29,1.001
q_ind_91_pop_6,2917.56,1.001
q_ind_92_pop_6,5193.40,1.000
q_ind_93_pop_6,5382.81,1.000
q_ind_94_pop_6,1104.96,1.002
q_ind_95_pop_6,1476.65,1.001
q_ind_96_pop_6,161.09,1.016
q_ind_97_pop_6,706.95,1.000
q_ind_98_pop_6,198.85,1.005
q_ind_99_pop_6,478.61,1.010
q_ind_100_pop_6,1439.40,1.000
q_ind_101_pop_6,2357.37,1.001
q_ind_102_pop_6,908.28,1.000
q_ind_103_pop_6,466.65,1.003
q_ind_104_pop_6,294.99,1.005
q_ind_105_pop_6,1219.21,1.001
q_ind_106_pop_6,2833.74,1.000
q_ind_107_pop_6,221.38,1.001
q_ind_108_pop_6,1257.95,1.001
q_ind_109_pop_6,933.45,1.001
q_ind_110_pop_6,8600.76,1.000
q_ind_111_pop_6,2032.35,1.001
q_ind_112_pop_6,10082.08,1.000
q_ind_113_pop_6,8246.54,1.000
q_ind_114_pop_6,8299.87,1.001
q_ind_115_pop_6,2663.00,1.000
q_ind_116_pop_6,6780.70,1.000
q_ind_117_pop_6,110.74,1.010
q_ind_118_pop_6,450.49,1.004
q_ind_119_pop_6,1683.50,1.000
q_ind_120_pop_6,95.53,1.004
q_ind_121_pop_6,182.89,1.020
q_ind_122_pop_6,279.50,1.001
q_ind_123_pop_6,779.61,1.004
q_ind_124_pop_6,1747.59,1.001
q_ind_125_pop_6,1752.46,1.001
q_ind_126_pop_6,3510.34,1.000
q_ind_127_pop_6,2000.04,1.000
q_ind_128_pop_6,3329.46,1.001
q_ind_129_pop_6,974.24,1.004
q_ind_130_pop_6,1196.90,1.001
q_ind_131_pop_6,1545.27,1.000
q_ind_132_pop_6,1136.86,1.001
q_ind_133_pop_6,2281.26,1.001
q_ind_134_pop_6,2090.40,1.001
q_ind_135_pop_6,1881.38,1.000
q_ind_136_pop_6,2918.36,1.001
q_ind_137_pop_6,2470.88,1.000
q_ind_138_pop_6,661.88,1.000
q_ind_139_pop_6,1963.83,1.000
q_ind_140_pop_6,2011.81,1.002
q_ind_141_pop_6,204.03,1.015
q_ind_142_pop_6,3831.04,1.000
q_ind_143_pop_6,3033.20,1.000
q_ind_144_pop_6,1017.64,1.002
q_ind_145_pop_6,198.87,1.011
q_ind_146_pop_6,614.06,1.005
q_ind_147_pop_6,628.41,1.000
q_ind_148_pop_6,461.44,1.017
q_ind_0_pop_7,154.87,1.020
q_ind_1_pop_7,10738.88,1.000
q_ind_2_pop_7,8102.01,1.000
q_ind_3_pop_7,12227.46,1.000
q_ind_4_pop_7,8822.64,1.000
q_ind_5_pop_7,169.08,1.013
q_ind_6_pop_7,10073.80,1.000
q_ind_7_pop_7,9802.99,1.000
q_ind_8_pop_7,10215.52,1.000
q_ind_9_pop_7,8429.39,1.000
q_ind_10_pop_7,11527.86,1.000
q_ind_11_pop_7,5361.19,1.000
q_ind_12_pop_7,3427.90,1.001
q_ind_13_pop_7,5378.42,1.000
q_ind_14_pop_7,150.19,1.013
q_ind_15_pop_7,1435.48,1.001
q_ind_16_pop_7,878.50,1.000
q_ind_17_pop_7,263.44,1.004
q_ind_18_pop_7,734.88,1.000
q_ind_19_pop_7,1434.63,1.003
q_ind_20_pop_7,1863.13,1.001
q_ind_21_pop_7,1414.25,1.004
q_ind_22_pop_7,198.40,1.030
q_ind_23_pop_7,1625.28,1.001
q_ind_24_pop_7,231.77,1.007
q_ind_25_pop_7,2038.69,1.002
q_ind_26_pop_7,142.15,1.018
q_ind_27_pop_7,1179.15,1.002
q_ind_28_pop_7,190.86,1.009
q_ind_29_pop_7,972.10,1.002
q_ind_30_pop_7,538.77,1.003
q_ind_31_pop_7,429.53,1.004
q_ind_32_pop_7,775.62,1.002
q_ind_33_pop_7,1542.04,1.004
q_ind_34_pop_7,258.50,1.015
q_ind_35_pop_7,310.05,1.003
q_ind_36_pop_7,2002.15,1.002
q_ind_37_pop_7,3056.61,1.000
q_ind_38_pop_7,644.95,1.000
q_ind_39_pop_7,1876.16,1.001
q_ind_40_pop_7,6953.87,1.000
q_ind_41_pop_7,5086.19,1.000
q_ind_42_pop_7,6927.64,1.000
q_ind_43_pop_7,1758.42,1.000
q_ind_44_pop_7,731.24,1.000
q_ind_45_pop_7,411.82,1.010
q_ind_46_pop_7,199.71,1.001
q_ind_47_pop_7,740.98,1.000
q_ind_48_pop_7,1222.28,1.004
q_ind_49_pop_7,1014.67,1.001
q_ind_50_pop_7,677.77,1.005
q_ind_51_pop_7,145.56,1.011
q_ind_52_pop_7,2148.02,1.002
q_ind_53_pop_7,885.13,1.002
q_ind_54_pop_7,1086.87,1.003
q_ind_55_pop_7,1480.94,1.001
q_ind_56_pop_7,10859.44,1.000
q_ind_57_pop_7,8368.72,1.000
q_ind_58_pop_7,11132.89,1.000
q_ind_59_pop_7,1007.63,1.003
q_ind_60_pop_7,9539.50,1.000
q_ind_61_pop_7,4092.49,1.000
q_ind_62_pop_7,12185.96,1.000
q_ind_63_pop_7,2355.43,1.000
q_ind_64_pop_7,6815.90,1.000
q_ind_65_pop_7,382.96,1.006
q_ind_66_pop_7,6738.39,1.000
q_ind_67_pop_7,310.65,1.002
q_ind_68_pop_7,8851.75,1.000
q_ind_69_pop_7,1289.66,1.000
q_ind_70_pop_7,9887.24,1.000
q_ind_71_pop_7,382.96,1.001
q_ind_72_pop_7,7143.35,1.000
q_ind_73_pop_7,5549.24,1.000
q_ind_74_pop_7,11857.91,1.000
q_ind_75_pop_7,12243.16,1.000
q_ind_76_pop_7,7032.39,1.001
q_ind_77_pop_7,1076.75,1.003
q_ind_78_pop_7,11638.96,1.000
q_ind_79_pop_7,8671.22,1.001
q_ind_80_pop_7,11090.86,1.000
q_ind_81_pop_7,10849.77,1.000
q_ind_82_pop_7,956.20,1.002
q_ind_83_pop_7,900.83,1.003
q_ind_84_pop_7,3917.74,1.001
q_ind_85_pop_7,1179.67,1.002
q_ind_86_pop_7,8050.82,1.000
q_ind_87_pop_7,4132.72,1.000
q_ind_88_pop_7,1083.40,1.001
q_ind_89_pop_7,8046.62,1.000
q_ind_90_pop_7,1525.10,1.001
q_ind_91_pop_7,4407.12,1.000
q_ind_92_pop_7,7494.15,1.000
q_ind_93_pop_7,8042.06,1.000
q_ind_94_pop_7,3408.53,1.001
q_ind_95_pop_7,3158.54,1.001
q_ind_96_pop_7,1103.27,1.001
q_ind_97_pop_7,790.12,1.003
q_ind_98_pop_7,1078.54,1.003
q_ind_99_pop_7,1215.55,1.002
q_ind_100_pop_7,1898.02,1.000
q_ind_101_pop_7,1661.94,1.000
q_ind_102_pop_7,2481.61,1.001
q_ind_103_pop_7,743.93,1.003
q_ind_104_pop_7,65.10,1.004
q_ind_105_pop_7,249.68,1.006
q_ind_106_pop_7,287.83,1.012
q_ind_107_pop_7,1180.28,1.006
q_ind_108_pop_7,1295.00,1.000
q_ind_109_pop_7,342.70,1.005
q_ind_110_pop_7,9338.32,1.000
q_ind_111_pop_7,1342.36,1.001
q_ind_112_pop_7,8595.67,1.000
q_ind_113_pop_7,8110.39,1.000
q_ind_114_pop_7,7416.02,1.000
q_ind_115_pop_7,1822.90,1.003
q_ind_116_pop_7,4479.79,1.001
q_ind_117_pop_7,1581.08,1.003
q_ind_118_pop_7,1584.21,1.002
q_ind_119_pop_7,414.31,1.008
q_ind_120_pop_7,1564.03,1.002
q_ind_121_pop_7,1297.52,1.001
q_ind_122_pop_7,1649.57,1.000
q_ind_123_pop_7,1025.30,1.003
q_ind_124_pop_7,163.36,1.008
q_ind_125_pop_7,1299.84,1.002
q_ind_126_pop_7,4457.47,1.000
q_ind_127_pop_7,2229.59,1.002
q_ind_128_pop_7,4714.75,1.000
q_ind_129_pop_7,1266.96,1.000
q_ind_130_pop_7,116.23,1.004
q_ind_131_pop_7,2633.68,1.000
q_ind_132_pop_7,172.70,1.010
q_ind_133_pop_7,998.53,1.002
q_ind_134_pop_7,1265.92,1.002
q_ind_135_pop_7,2539.13,1.001
q_ind_136_pop_7,2559.77,1.000
q_ind_137_pop_7,828.56,1.000
q_ind_138_pop_7,1342.68,1.001
q_ind_139_pop_7,104.03,1.005
q_ind_140_pop_7,1640.66,1.001
q_ind_141_pop_7,207.13,1.017
q_ind_142_pop_7,987.43,1.001
q_ind_143_pop_7,2848.85,1.001
q_ind_144_pop_7,1085.87,1.001
q_ind_145_pop_7,179.08,1.005
q_ind_146_pop_7,343.78,1.003
q_ind_147_pop_7,361.19,1.012
q_ind_148_pop_7,138.58,1.008
q_ind_0_pop_8,318.85,1.005
q_ind_1_pop_8,10632.08,1.000
q_ind_2_pop_8,8923.61,1.000
q_ind_3_pop_8,13556.43,1.000
q_ind_4_pop_8,11192.36,1.000
q_ind_5_pop_8,602.13,1.004
q_ind_6_pop_8,9436.04,1.000
q_ind_7_pop_8,10683.52,1.000
q_ind_8_pop_8,8592.24,1.000
q_ind_9_pop_8,8215.87,1.000
q_ind_10_pop_8,11691.03,1.000
q_ind_11_pop_8,5663.30,1.000
q_ind_12_pop_8,4297.87,1.000
q_ind_13_pop_8,5782.91,1.000
q_ind_14_pop_8,75.46,1.001
q_ind_15_pop_8,1367.77,1.004
q_ind_16_pop_8,623.82,1.005
q_ind_17_pop_8,815.67,1.001
q_ind_18_pop_8,632.57,1.011
q_ind_19_pop_8,1035.03,1.001
q_ind_20_pop_8,954.03,1.002
q_ind_21_pop_8,1266.78,1.000
q_ind_22_pop_8,794.21,1.002
q_ind_23_pop_8,1296.30,1.001
q_ind_24_pop_8,881.39,1.001
q_ind_25_pop_8,1146.06,1.003
q_ind_26_pop_8,464.73,1.003
q_ind_27_pop_8,1129.50,1.001
q_ind_28_pop_8,466.18,1.003
q_ind_29_pop_8,369.93,1.004
q_ind_30_pop_8,675.32,1.004
q_ind_31_pop_8,561.80,1.008
q_ind_32_pop_8,625.50,1.003
q_ind_33_pop_8,609.32,1.001
q_ind_34_pop_8,845.88,1.000
q_ind_35_pop_8,132.31,1.002
q_ind_36_pop_8,1569.89,1.002
q_ind_37_pop_8,1036.21,1.001
q_ind_38_pop_8,498.93,1.003
q_ind_39_pop_8,834.79,1.001
q_ind_40_pop_8,6295.71,1.000
q_ind_41_pop_8,6256.95,1.001
q_ind_42_pop_8,6877.56,1.000
q_ind_43_pop_8,754.14,1.002
q_ind_44_pop_8,979.54,1.008
q_ind_45_pop_8,329.13,1.002
q_ind_46_pop_8,1034.67,1.002
q_ind_47_pop_8,1323.60,1.002
q_ind_48_pop_8,710.71,1.004
q_ind_49_pop_8,1247.39,1.006
q_ind_50_pop_8,805.11,1.001
q_ind_51_pop_8,613.73,1.004
q_ind_52_pop_8,1127.79,1.001
q_ind_53_pop_8,1257.87,1.000
q_ind_54_pop_8,709.86,1.000
q_ind_55_pop_8,233.66,1.001
q_ind_56_pop_8,9543.52,1.000
q_ind_57_pop_8,6874.16,1.000
q_ind_58_pop_8,14207.66,1.000
q_ind_59_pop_8,325.94,1.009
q_ind_60_pop_8,10233.36,1.000
q_ind_61_pop_8,3568.17,1.003
q_ind_62_pop_8,11961.39,1.001
q_ind_63_pop_8,1200.33,1.002
q_ind_64_pop_8,6712.66,1.000
q_ind_65_pop_8,193.10,1.003
q_ind_66_pop_8,8856.46,1.000
q_ind_67_pop_8,1044.38,1.002
q_ind_68_pop_8,8468.06,1.000
q_ind_69_pop_8,565.89,1.004
q_ind_70_pop_8,8943.66,1.000
q_ind_71_pop_8,1089.16,1.002
q_ind_72_pop_8,8201.32,1.000
q_ind_73_pop_8,5779.61,1.000
q_ind_74_pop_8,11304.70,1.000
q_ind_75_pop_8,11821.91,1.000
q_ind_76_pop_8,6488.70,1.000
q_ind_77_pop_8,1086.43,1.001
q_ind_78_pop_8,12324.96,1.000
q_ind_79_pop_8,6209.63,1.000
q_ind_80_pop_8,12102.26,1.000
q_ind_81_pop_8,10619.09,1.000
q_ind_82_pop_8,1561.46,1.000
q_ind_83_pop_8,853.86,1.001
q_ind_84_pop_8,4653.36,1.000
q_ind_85_pop_8,1441.54,1.000
q_ind_86_pop_8,8444.87,1.000
q_ind_87_pop_8,3584.66,1.000
q_ind_88_pop_8,541.16,1.005
q_ind_89_pop_8,7974.54,1.000
q_ind_90_pop_8,625.03,1.001
q_ind_91_pop_8,4697.12,1.001
q_ind_92_pop_8,9012.23,1.000
q_ind_93_pop_8,8241.00,1.000
q_ind_94_pop_8,845.40,1.004
q_ind_95_pop_8,620.19,1.003
q_ind_96_pop_8,318.69,1.003
q_ind_97_pop_8,706.42,1.002
q_ind_98_pop_8,834.06,1.002
q_ind_99_pop_8,669.89,1.000
q_ind_100_pop_8,676.42,1.000
q_ind_101_pop_8,1733.54,1.001
q_ind_102_pop_8,649.43,1.002
q_ind_103_pop_8,944.73,1.001
q_ind_104_pop_8,238.24,1.001
q_ind_105_pop_8,1137.61,1.002
q_ind_106_pop_8,905.08,1.004
q_ind_107_pop_8,1552.83,1.001
q_ind_108_pop_8,267.66,1.010
q_ind_109_pop_8,346.04,1.007
q_ind_110_pop_8,11216.51,1.000
q_ind_111_pop_8,735.78,1.000
q_ind_112_pop_8,10653.58,1.000
q_ind_113_pop_8,8579.22,1.000
q_ind_114_pop_8,7403.05,1.000
q_ind_115_pop_8,796.81,1.002
q_ind_116_pop_8,6732.90,1.000
q_ind_117_pop_8,625.46,1.002
q_ind_118_pop_8,1378.12,1.002
q_ind_119_pop_8,890.43,1.002
q_ind_120_pop_8,663.47,1.006
q_ind_121_pop_8,890.42,1.003
q_ind_122_pop_8,480.76,1.000
q_ind_123_pop_8,911.62,1.006
q_ind_124_pop_8,395.48,1.005
q_ind_125_pop_8,1129.64,1.002
q_ind_126_pop_8,3316.20,1.000
q_ind_127_pop_8,531.33,1.010
q_ind_128_pop_8,3889.35,1.000
q_ind_129_pop_8,413.97,1.009
q_ind_130_pop_8,419.70,1.002
q_ind_131_pop_8,950.93,1.001
q_ind_132_pop_8,471.96,1.003
q_ind_133_pop_8,1290.76,1.000
q_ind_134_pop_8,805.24,1.002
q_ind_135_pop_8,1283.28,1.001
q_ind_136_pop_8,1429.43,1.002
q_ind_137_pop_8,1233.43,1.003
q_ind_138_pop_8,1694.14,1.004
q_ind_139_pop_8,550.78,1.003
q_ind_140_pop_8,973.65,1.002
q_ind_141_pop_8,942.75,1.004
q_ind_142_pop_8,417.38,1.008
q_ind_143_pop_8,1157.95,1.003
q_ind_144_pop_8,607.76,1.001
q_ind_145_pop_8,539.28,1.006
q_ind_146_pop_8,400.12,1.003
q_ind_147_pop_8,420.76,1.006
q_ind_148_pop_8,610.68,1.006
q_ind_0_pop_9,2901.65,1.001
q_ind_1_pop_9,11714.93,1.001
q_ind_2_pop_9,10892.60,1.000
