Pop,ID,All,Name,Lat,Long,State,Elevation,Ssp,Variety,PC1,PC2,PC3,PC4,PC5,Color,PC1_mean,PC2_mean
NO,1,EN_NO_1,NV1,39.22624,-114.90315,NV,2035,NA,speciosa,24.37511568,71.5506416,-8.240772699,4.112554544,40.40375608,hybrid,12.76644699,72.05830991
NO,2,EN_NO_2,NV1,39.22624,-114.90315,NV,2035,NA,speciosa,26.55227858,81.28238394,-9.240278951,3.836743687,48.62805518,hybrid,12.76644699,72.05830991
NO,3,EN_NO_3,NV1,39.22624,-114.90315,NV,2035,NA,speciosa,20.25825053,76.51229217,-6.746647037,2.349721104,47.09806785,hybrid,12.76644699,72.05830991
NO,4,EN_NO_4,NV1,39.22624,-114.90315,NV,2035,NA,speciosa,-27.83428603,37.66177048,-18.71427933,7.434920256,28.09914483,hybrid,12.76644699,72.05830991
NO,5,EN_NO_5,NV1,39.22624,-114.90315,NV,2035,NA,speciosa,20.48087621,93.28446136,-10.34096024,4.334272043,57.42285484,hybrid,12.76644699,72.05830991
NT,1,EN_NT_1,NV2,38.1679,-116.43906,NV,1910,NA,speciosa,26.51311587,76.50383378,-6.59147989,4.337708425,41.01469586,hybrid,25.91050872,88.54198841
NT,2,EN_NT_2,NV2,38.1679,-116.43906,NV,1910,NA,speciosa,25.52502191,92.52085236,-10.16026419,6.112570226,49.22384541,hybrid,25.91050872,88.54198841
NT,3,EN_NT_3,NV2,38.1679,-116.43906,NV,1910,NA,speciosa,26.35388317,91.48593417,-10.60778203,5.169715674,49.1534727,hybrid,25.91050872,88.54198841
NT,4,EN_NT_4,NV2,38.1679,-116.43906,NV,1910,NA,speciosa,25.14401259,89.05421434,-10.39998599,5.795968993,41.98451631,hybrid,25.91050872,88.54198841
NT,5,EN_NT_5,NV2,38.1679,-116.43906,NV,1910,NA,speciosa,26.01651005,93.14510742,-10.6600054,5.473347877,48.18146828,hybrid,25.91050872,88.54198841
NV,1,EN_NV_1,NVII-2,40.59495,-116.17294,NV,1476,NA,oreophila,53.92684827,45.48449447,-5.420343104,2.48953732,-32.16725169,grey,3.987751057,24.06001569
NV,2,EN_NV_2,NVII-2,40.59495,-116.17294,NV,1476,NA,oreophila,-94.21446443,-20.33677584,-44.19281743,31.14621554,-5.473808942,green,3.987751057,24.06001569
NV,3,EN_NV_3,NVII-2,40.59495,-116.17294,NV,1476,NA,oreophila,-92.94522135,-28.26783024,-73.37697762,46.23878012,-6.9676041,green,3.987751057,24.06001569
NV,4,EN_NV_4,NVII-2,40.59495,-116.17294,NV,1476,NA,oreophila,51.39494184,48.8566144,-7.717732897,3.75760718,-38.69190596,grey,3.987751057,24.06001569
NV,5,EN_NV_5,NVII-2,40.59495,-116.17294,NV,1476,NA,oreophila,55.38266854,32.40750173,-4.136008897,0.59159114,-23.56149822,grey,3.987751057,24.06001569
NV,6,EN_NV_6,NVII-2,40.59495,-116.17294,NV,1476,NA,oreophila,50.38173346,66.21608962,-10.4143049,5.651979505,-52.39013119,grey,3.987751057,24.06001569
OO,1,EN_OO_1,not bud 1,38.57794,-112.33389,UT,1789,NA,hololueca,11.94914118,98.87547865,-11.36135052,0.458265948,81.56096375,hybrid,-3.688778806,77.55730049
OO,2,EN_OO_2,not bud 1,38.57794,-112.33389,UT,1789,NA,hololueca,11.12262926,100.1835424,-9.382974277,1.635503754,83.49955381,hybrid,-3.688778806,77.55730049
OO,3,EN_OO_3,not bud 1,38.57794,-112.33389,UT,1789,NA,hololueca,8.015630263,72.0976541,-6.981297963,1.051946222,60.81395601,hybrid,-3.688778806,77.55730049
OO,4,EN_OO_4,not bud 1,38.57794,-112.33389,UT,1789,NA,hololueca,7.225854432,100.9075077,-9.703329376,0.772707673,85.04942075,hybrid,-3.688778806,77.55730049
OO,5,EN_OO_5,not bud 1,38.57794,-112.33389,UT,1789,NA,hololueca,-52.56899916,42.15712738,-18.23110341,-15.40639484,37.05131766,hybrid,-3.688778806,77.55730049
OO,6,EN_OO_6,not bud 1,38.57794,-112.33389,UT,1789,NA,hololueca,-7.876928809,51.12249266,-7.75725697,-0.488593965,43.00288131,hybrid,-3.688778806,77.55730049
OT,1,EN_OT_1,not bud 2,38.71723,-112.3746,UT,1914,NA,salicifolia,-85.78440228,9.202255904,-17.41242343,-16.40307211,10.77536606,hybrid,-83.34883155,9.97292013
OT,3,EN_OT_3,not bud 2,38.71723,-112.3746,UT,1914,NA,salicifolia,-81.8986447,18.540231,-16.70136415,-21.52548846,18.2788855,hybrid,-83.34883155,9.97292013
OT,4,EN_OT_4,not bud 2,38.71723,-112.3746,UT,1914,NA,salicifolia,-82.36344768,2.176273491,-6.408446885,-5.308702929,4.370444055,green,-83.34883155,9.97292013
PB,1,EN_PB_1,10-2 paintbrush,43.93003,-121.10583,OR,1200,NA,salicifolia,55.63475283,-40.8613478,7.886220245,-6.776518998,18.60388732,grey,57.96450424,-53.12295579
PB,2,EN_PB_2,10-2 paintbrush,43.93003,-121.10583,OR,1200,NA,salicifolia,58.16453337,-55.49003189,9.67884574,-8.430605477,26.20384909,grey,57.96450424,-53.12295579
PB,3,EN_PB_3,10-2 paintbrush,43.93003,-121.10583,OR,1200,NA,salicifolia,57.48663047,-50.06774345,10.13212597,-7.857769969,23.42507448,grey,57.96450424,-53.12295579
PB,4,EN_PB_4,10-2 paintbrush,43.93003,-121.10583,OR,1200,NA,salicifolia,58.5987712,-56.75659288,9.57357829,-8.913362182,26.35247323,grey,57.96450424,-53.12295579
PB,5,EN_PB_5,10-2 paintbrush,43.93003,-121.10583,OR,1200,NA,salicifolia,60.36076379,-63.37147894,11.25574569,-10.1012581,26.82941679,grey,57.96450424,-53.12295579
PB,6,EN_PB_6,10-2 paintbrush,43.93003,-121.10583,OR,1200,NA,salicifolia,57.5415738,-52.19053978,9.651563992,-7.879885567,24.05622993,grey,57.96450424,-53.12295579
PL,16,EN_PL_16,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,71.19096031,-29.57836824,7.8227232,-13.1532436,3.346739501,grey,78.6123126,-50.01885763
PL,17,EN_PL_17,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,78.92419699,-49.48684819,11.33448172,-18.9701251,1.612527704,grey,78.6123126,-50.01885763
PL,18,EN_PL_18,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,79.39966428,-49.79219529,10.79770582,-20.24602402,4.393696881,grey,78.6123126,-50.01885763
PL,1,EN_PL_1,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,80.13923805,-55.77114822,12.54959186,-20.40488009,8.519760119,grey,78.6123126,-50.01885763
PL,20,EN_PL_20,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,75.7078776,-37.35127964,8.614914266,-15.92632083,-2.620135161,grey,78.6123126,-50.01885763
PL,21,EN_PL_21,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,74.36417665,-41.98792819,9.414299026,-15.97340149,1.004530594,grey,78.6123126,-50.01885763
PL,22,EN_PL_22,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,81.40568237,-56.29400108,13.32387142,-22.40542001,7.148764556,grey,78.6123126,-50.01885763
PL,23,EN_PL_23,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,80.19930398,-51.36098236,11.83443146,-18.83541651,6.263774811,grey,78.6123126,-50.01885763
PL,24,EN_PL_24,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,81.92703032,-57.69416449,12.39133016,-19.56734113,6.540922055,grey,78.6123126,-50.01885763
PL,25,EN_PL_25,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,76.97855836,-42.66578963,8.547425778,-17.57515181,-2.198487235,grey,78.6123126,-50.01885763
PL,26,EN_PL_26,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,81.77651704,-59.7645984,12.37541528,-22.06341943,7.920762029,grey,78.6123126,-50.01885763
PL,27,EN_PL_27,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,78.5535583,-55.24092384,12.99668046,-19.47952019,7.489548525,grey,78.6123126,-50.01885763
PL,3,EN_PL_3,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,82.17531868,-58.91584112,13.32881584,-20.0077319,7.338609855,grey,78.6123126,-50.01885763
PL,5,EN_PL_5,Peavine Low 2,39.6065,-119.8993,NV,1724,NA,hololueca,77.83029343,-54.35993819,11.21073966,-19.7562352,6.00682159,grey,78.6123126,-50.01885763
PT,10,EN_PT_10,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-7.742578227,-11.30565793,32.6013879,19.54050372,6.496979707,hybrid,32.97834672,-17.16192739
PT,12,EN_PT_12,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-7.468955341,-9.114771849,33.01550502,21.27595595,5.028538581,hybrid,32.97834672,-17.16192739
PT,13,EN_PT_13,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-6.245364035,-10.55000755,37.72193139,23.26149972,4.888689398,hybrid,32.97834672,-17.16192739
PT,14,EN_PT_14,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-7.373004497,-8.710266725,32.92352107,20.59285361,5.218795857,hybrid,32.97834672,-17.16192739
PT,15,EN_PT_15,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,72.69845477,-27.7193833,7.464173936,-13.63409171,-6.790713408,grey,32.97834672,-17.16192739
PT,1,EN_PT_1,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-6.949229724,-10.72528076,33.89346215,20.33355456,4.442807644,hybrid,32.97834672,-17.16192739
PT,2,EN_PT_2,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-7.913850289,-10.81541939,33.09056561,22.19933341,4.835242093,hybrid,32.97834672,-17.16192739
PT,3,EN_PT_3,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,72.45330431,-25.54131569,6.112870935,-14.00879836,-11.73077905,grey,32.97834672,-17.16192739
PT,4,EN_PT_4,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,71.71605851,-19.38340807,3.953496356,-10.23350895,-11.4834272,grey,32.97834672,-17.16192739
PT,5,EN_PT_5,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,70.97927624,-15.13669039,4.639387379,-11.44452595,-14.58442548,grey,32.97834672,-17.16192739
PT,6,EN_PT_6,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,75.90897906,-28.10938822,6.277940716,-12.99409431,-9.304467646,grey,32.97834672,-17.16192739
PT,7,EN_PT_7,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,72.76824113,-26.35636252,6.589978399,-12.74394141,-8.152812539,grey,32.97834672,-17.16192739
PT,8,EN_PT_8,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,74.35423953,-26.49225792,5.98105857,-14.03961648,-9.916398819,grey,32.97834672,-17.16192739
PT,9,EN_PT_9,Patagonia,39.5048,-119.9022,NV,1421,NA,hololueca,-5.488717297,-10.3067731,33.35673721,21.9248512,4.288604972,hybrid,32.97834672,-17.16192739
PW,13,EN_PW_13,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,12.5656817,82.38543346,-7.416749091,2.345703631,67.73789285,hybrid,39.92986035,69.48463487
PW,14,EN_PW_14,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,48.37182208,67.6765072,-11.9699177,5.07874507,-28.9652394,grey,39.92986035,69.48463487
PW,15,EN_PW_15,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,32.16752997,79.47807676,-9.740399236,4.13207572,14.4775769,hybrid,39.92986035,69.48463487
PW,1,EN_PW_1,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,45.94351326,70.10359802,-10.5895943,4.77001764,-27.41825064,grey,39.92986035,69.48463487
PW,2,EN_PW_2,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,46.88985434,76.44794958,-11.07428665,6.303584662,-36.7988456,grey,39.92986035,69.48463487
PW,3,EN_PW_3,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,46.33218641,74.99471559,-9.455248235,6.726693545,-35.15522705,grey,39.92986035,69.48463487
PW,4,EN_PW_4,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,49.5655252,67.10278753,-9.894872508,4.232830253,-28.44932718,grey,39.92986035,69.48463487
PW,5,EN_PW_5,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,48.19495836,66.80908043,-10.72082219,4.967897805,-29.98685511,grey,39.92986035,69.48463487
PW,7,EN_PW_7,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,16.65632991,62.76084827,-6.213563153,-0.060568362,49.14776542,hybrid,39.92986035,69.48463487
PW,8,EN_PW_8,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,46.63089618,38.21305843,-5.005178277,2.831276628,-15.07590779,grey,39.92986035,69.48463487
PW,9,EN_PW_9,Petrified Wash,38.5949,-118.11525,NV,1859,NA,hololueca,45.91016648,78.35892831,-11.15922484,7.162611929,-35.08934277,grey,39.92986035,69.48463487
RH,1,EN_RH_1,OR3,45.72944,-119.04667,OR,318,NA,speciosa,4.689589088,-21.81531687,21.82204691,16.41541101,13.86962932,hybrid,5.894266837,-21.69648176
RH,2,EN_RH_2,OR3,45.72944,-119.04667,OR,318,NA,speciosa,7.602516916,-22.82774659,22.07726943,15.58607862,12.07757522,hybrid,5.894266837,-21.69648176
RH,3,EN_RH_3,OR3,45.72944,-119.04667,OR,318,NA,speciosa,6.501143172,-20.16669998,19.49133529,14.93082272,11.28103945,hybrid,5.894266837,-21.69648176
RH,4,EN_RH_4,OR3,45.72944,-119.04667,OR,318,NA,speciosa,3.446480769,-23.89828708,23.08001196,18.04513797,14.10204552,hybrid,5.894266837,-21.69648176
RH,5,EN_RH_5,OR3,45.72944,-119.04667,OR,318,NA,speciosa,6.90420612,-23.21571898,20.28191828,15.9073883,12.75228034,hybrid,5.894266837,-21.69648176
RH,6,EN_RH_6,OR3,45.72944,-119.04667,OR,318,NA,speciosa,7.355040455,-18.71332026,18.08475931,12.09982183,9.224785729,hybrid,5.894266837,-21.69648176
RH,7,EN_RH_7,OR3,45.72944,-119.04667,OR,318,NA,speciosa,4.760891336,-21.23828258,21.40428474,17.14186052,12.77738789,hybrid,5.894266837,-21.69648176
RL,1,EN_RL_1,10-4 rollover,43.52944,-119.29861,OR,1390,NA,salicifolia,67.14145121,-66.29593029,11.12034412,-13.26363894,28.90967661,grey,62.97790411,-60.93164653
RL,2,EN_RL_2,10-4 rollover,43.52944,-119.29861,OR,1390,NA,salicifolia,63.13090189,-62.980368,8.817984017,-10.74727759,25.32647962,grey,62.97790411,-60.93164653
RL,3,EN_RL_3,10-4 rollover,43.52944,-119.29861,OR,1390,NA,salicifolia,63.06743278,-63.97188938,7.123822416,-11.14692225,28.74443408,grey,62.97790411,-60.93164653
RL,4,EN_RL_4,10-4 rollover,43.52944,-119.29861,OR,1390,NA,salicifolia,61.79561178,-45.51076695,5.238449228,-9.631068804,19.95910248,grey,62.97790411,-60.93164653
RL,5,EN_RL_5,10-4 rollover,43.52944,-119.29861,OR,1390,NA,salicifolia,59.81798346,-67.94082966,5.745225131,-11.0385454,29.02739161,grey,62.97790411,-60.93164653
RL,6,EN_RL_6,10-4 rollover,43.52944,-119.29861,OR,1390,NA,salicifolia,62.91404353,-58.8900949,9.022344104,-11.5748063,23.99080673,grey,62.97790411,-60.93164653
RO,1,EN_RO_1,OR1,44.14689,-117.10694,OR,881,NA,speciosa,30.10532993,20.23441969,-6.414995965,6.595004673,-16.4098592,hybrid,30.97052216,18.01274386
RO,2,EN_RO_2,OR1,44.14689,-117.10694,OR,881,NA,speciosa,27.57302166,24.89018827,-5.150372301,8.661215152,-20.3266688,hybrid,30.97052216,18.01274386
RO,3,EN_RO_3,OR1,44.14689,-117.10694,OR,881,NA,speciosa,27.64595199,16.80256383,-2.980739299,6.436152712,-13.55796976,hybrid,30.97052216,18.01274386
RO,4,EN_RO_4,OR1,44.14689,-117.10694,OR,881,NA,speciosa,27.8690263,26.72769306,-8.927238144,11.75079872,-20.93818508,hybrid,30.97052216,18.01274386
RO,5,EN_RO_5,OR1,44.14689,-117.10694,OR,881,NA,speciosa,44.43071322,-2.583106773,-1.340932851,3.144333073,-7.416260803,grey,30.97052216,18.01274386
RO,6,EN_RO_6,OR1,44.14689,-117.10694,OR,881,NA,speciosa,28.19908987,22.00470508,-3.687792036,6.961683727,-15.02229653,hybrid,30.97052216,18.01274386
RS,1,EN_RS_1,rest stop green,37.51538,-113.2111,UT,1628,NA,graveolens,-130.8769961,8.321298218,21.48674721,-114.0442987,-13.66838446,green,-128.1783168,4.65969783
RS,2,EN_RS_2,rest stop green,37.51538,-113.2111,UT,1628,NA,graveolens,-132.1769782,3.442863856,14.74449701,-108.7250557,-15.23581543,green,-128.1783168,4.65969783
RS,4,EN_RS_4,rest stop green,37.51538,-113.2111,UT,1628,NA,graveolens,-124.0362677,3.237682647,17.8079636,-96.42117932,-13.46275617,green,-128.1783168,4.65969783
RS,5,EN_RS_5,rest stop green,37.51538,-113.2111,UT,1628,NA,graveolens,-132.9819927,5.423692309,16.27361084,-114.6403493,-14.85592762,green,-128.1783168,4.65969783
RS,6,EN_RS_6,rest stop green,37.51538,-113.2111,UT,1628,NA,graveolens,-125.1546376,4.172481254,16.22992782,-93.32494888,-12.30225405,green,-128.1783168,4.65969783
RS,7,EN_RS_7,rest stop green,37.51538,-113.2111,UT,1628,NA,graveolens,-123.8430283,3.360168698,14.48092191,-91.6592667,-12.34907169,green,-128.1783168,4.65969783
RT,1,EN_RT_1,OR2,45.3445,-118.22667,OR,883,NA,speciosa/oreophila,14.01439677,-20.05704633,20.42953084,10.5952978,10.9969942,hybrid,13.61986109,-18.09765125
RT,2,EN_RT_2,OR2,45.3445,-118.22667,OR,883,NA,speciosa/oreophila,13.22532541,-16.13825617,15.88270472,7.184920544,9.230699542,hybrid,13.61986109,-18.09765125
SC,10,EN_SC_10,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,56.39663731,52.72355148,-7.923255501,1.395854879,-41.72445985,grey,55.00159588,56.3678672
SC,11,EN_SC_11,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,54.40938817,62.72769552,-11.21862958,5.049955866,-44.76000141,grey,55.00159588,56.3678672
SC,12,EN_SC_12,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,54.20340911,72.50228161,-12.3202956,5.433824204,-55.79753567,grey,55.00159588,56.3678672
SC,13,EN_SC_13,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,52.63340669,68.49724596,-12.73975153,5.971765436,-57.12656848,grey,55.00159588,56.3678672
SC,14,EN_SC_14,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,54.46335637,63.87038357,-10.49146879,3.507715303,-47.88801051,grey,55.00159588,56.3678672
SC,15,EN_SC_15,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,53.40334204,67.17874763,-12.0395462,5.205385624,-49.51490789,grey,55.00159588,56.3678672
SC,1,EN_SC_1,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,55.56947666,46.99030162,-6.745516768,2.088014553,-36.52956623,grey,55.00159588,56.3678672
SC,2,EN_SC_2,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,54.66062544,55.25982594,-9.820773359,3.432130897,-41.98894144,grey,55.00159588,56.3678672
SC,3,EN_SC_3,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,54.44865357,56.52682444,-10.70262218,3.839514349,-41.7364195,grey,55.00159588,56.3678672
SC,4,EN_SC_4,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,56.66158609,44.20435535,-5.69184256,1.964461525,-32.37499617,grey,55.00159588,56.3678672
SC,5,EN_SC_5,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,55.61074212,46.4132831,-7.016093612,1.879215207,-32.7073611,grey,55.00159588,56.3678672
SC,6,EN_SC_6,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,55.29294651,44.30244855,-7.527807967,1.677722701,-33.92506411,grey,55.00159588,56.3678672
SC,7,EN_SC_7,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,55.11696962,49.19879961,-7.46466918,3.57132762,-39.12438389,grey,55.00159588,56.3678672
SC,9,EN_SC_9,Smith Creek (aka Desatoya),39.38344,-117.62386,NV,1990,NA,hololueca,57.15180259,58.75439647,-9.522965122,4.58947793,-47.21499498,grey,55.00159588,56.3678672
SH,1,EN_SH_1,sea hwy,41.32371,-117.70572,NV,1487,NA,? Gray leaves,49.96979233,60.98868179,-10.55960181,7.520118051,-53.48139422,grey,50.5891046,57.51792889
SH,2,EN_SH_2,sea hwy,41.32371,-117.70572,NV,1487,NA,? Gray leaves,51.46791574,58.81823918,-9.759815552,5.943322205,-50.93892903,grey,50.5891046,57.51792889
SH,3,EN_SH_3,sea hwy,41.32371,-117.70572,NV,1487,NA,? Gray leaves,50.77625117,53.159168,-9.175197093,6.248448481,-47.92327256,grey,50.5891046,57.51792889
SH,4,EN_SH_4,sea hwy,41.32371,-117.70572,NV,1487,NA,? Gray leaves,50.14245917,57.10562657,-11.30958076,6.55648059,-51.95900243,grey,50.5891046,57.51792889
SJ,10,EN_SJ_10,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-92.06264309,0.319945457,178.0889621,94.71986086,-15.16447127,green,-94.22198945,-5.48469816
SJ,11,EN_SJ_11,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-90.88296374,-1.351509436,146.0804549,78.85842051,-11.52240189,green,-94.22198945,-5.48469816
SJ,12,EN_SJ_12,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-90.538128,-0.347945187,169.2772206,87.82958168,-14.21011893,green,-94.22198945,-5.48469816
SJ,1,EN_SJ_1,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-95.7847902,-11.65722718,-26.64951629,3.724158792,-1.164667783,green,-94.22198945,-5.48469816
SJ,2,EN_SJ_2,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-96.65934527,-11.98102815,-26.10251826,-1.543798036,-1.882722696,green,-94.22198945,-5.48469816
SJ,3,EN_SJ_3,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-97.11182828,-10.23949054,-26.2148003,0.628373066,-1.596191637,green,-94.22198945,-5.48469816
SJ,4,EN_SJ_4,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-94.90576976,-9.869825071,-27.46160113,2.392379736,-2.593409681,green,-94.22198945,-5.48469816
SJ,5,EN_SJ_5,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-99.59637894,-10.80203651,-25.39925681,0.261500398,-0.559039341,green,-94.22198945,-5.48469816
SJ,6,EN_SJ_6,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-98.17575699,-11.6917658,-23.55472926,-1.331255617,-1.643005109,green,-94.22198945,-5.48469816
SJ,7,EN_SJ_7,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-92.06885542,0.412666791,172.8186661,91.04335834,-13.80999961,green,-94.22198945,-5.48469816
SJ,8,EN_SJ_8,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-91.2085428,0.542499479,174.9398538,91.65622928,-14.35304571,green,-94.22198945,-5.48469816
SJ,9,EN_SJ_9,Snake John Wash,40.237306,-109.08544,UT,1727,NA,hololueca/turbinata,-91.66887092,0.849338231,173.1957654,92.33506631,-13.09162427,green,-94.22198945,-5.48469816
SL,2,EN_SL_2,Speed Limit 19,35.21852,-111.64226,AZ,2140,NA,? leiosperma,-119.0729149,2.625701712,19.24311655,-75.51938615,-9.094888085,green,-119.7251036,3.473706803
SL,3,EN_SL_3,Speed Limit 19,35.21852,-111.64226,AZ,2140,NA,? leiosperma,-118.1775922,2.890684176,19.30182179,-70.60632022,-6.940844059,green,-119.7251036,3.473706803
SL,4,EN_SL_4,Speed Limit 19,35.21852,-111.64226,AZ,2140,NA,? leiosperma,-123.6716403,6.614025619,21.54466909,-90.34582408,-8.324877212,green,-119.7251036,3.473706803
SL,5,EN_SL_5,Speed Limit 19,35.21852,-111.64226,AZ,2140,NA,? leiosperma,-119.0351121,2.337703043,18.08625163,-74.46729277,-8.842549758,green,-119.7251036,3.473706803
SL,6,EN_SL_6,Speed Limit 19,35.21852,-111.64226,AZ,2140,NA,? leiosperma,-118.6682587,2.900419463,19.75778042,-74.87523167,-7.611235299,green,-119.7251036,3.473706803
SS,10,EN_SS_10,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,78.641318,-67.43731403,12.36878467,-19.26725534,16.95229083,grey,49.36341041,-49.57121533
SS,11,EN_SS_11,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,5.812318274,-50.50858633,-23.38987399,11.06271077,8.023512852,hybrid,49.36341041,-49.57121533
SS,12,EN_SS_12,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,71.759994,-51.10565252,9.031550201,-15.83133081,13.31726573,grey,49.36341041,-49.57121533
SS,13,EN_SS_13,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,72.56820578,-50.02751945,9.183074461,-15.92596341,13.84398931,grey,49.36341041,-49.57121533
SS,14,EN_SS_14,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,8.182122447,-44.34176888,-20.76520925,8.796544907,7.40915008,hybrid,49.36341041,-49.57121533
SS,15,EN_SS_15,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,75.25813926,-61.37403547,11.0637319,-16.06498817,16.61961756,grey,49.36341041,-49.57121533
SS,2,EN_SS_2,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,77.73394543,-58.49628117,11.27706183,-17.80650075,13.92844535,grey,49.36341041,-49.57121533
SS,3,EN_SS_3,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,71.89900134,-65.44219463,8.242951932,-16.40543488,17.12525408,grey,49.36341041,-49.57121533
SS,4,EN_SS_4,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,68.3574456,-30.1066937,7.377061214,-12.37106058,8.647930334,grey,49.36341041,-49.57121533
SS,5,EN_SS_5,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,71.53530939,-45.12681381,9.18779286,-14.60136251,13.06708096,grey,49.36341041,-49.57121533
SS,6,EN_SS_6,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,72.25236796,-49.83960436,7.858779133,-14.92388195,12.75069601,grey,49.36341041,-49.57121533
SS,7,EN_SS_7,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,-7.713744345,-34.89239807,-22.70533024,13.22961137,4.328573939,hybrid,49.36341041,-49.57121533
SS,8,EN_SS_8,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,-46.44501262,-36.82604913,-39.05083323,27.33258379,1.646795904,hybrid,49.36341041,-49.57121533
SS,9,EN_SS_9,Spanish Springs,40.73664,-120.31685,CA,1647,NA,hololueca,71.24633526,-48.47210299,7.956904728,-14.9472403,12.55395856,grey,49.36341041,-49.57121533
